id,story,query,target,parse,gender,f_comb,ans
3700,"[Marlene] wanted to go shopping and she asked her mother [Robin] to go with her. She then decided to ask her sister [Serena] to go too. [Robin] does n't like her brother [Henry]. [Robin] could n't wait to get off the plane to see her mother, [Serena].","('Serena', 'Henry')",uncle,"daughter(""Robin"", ""Marlene""). mother(""Marlene"", ""Robin""). sister(""Marlene"", ""Serena""). sister(""Serena"", ""Marlene""). brother(""Robin"", ""Henry""). sister(""Henry"", ""Robin""). mother(""Robin"", ""Serena""). daughter(""Serena"", ""Robin"").",,mother-brother,"['son', 'uncle', 'nephew']"
3701,"[Kyle] accidentally interrupted his wife [Karen]. She was busy trying to draw a picture for her grandson [Eddie]. [Eddie] and [Barry], although once close brothers, were bitter enemies. [Barry] complained to his grandmother [Karen] about how mean [Eddie] was, but she was so tired of hearing them fight. She told [Barry] the best thing they could do was to just keep their distance from one another.","('Kyle', 'Eddie')",grandson,"grandson(""Karen"", ""Eddie""). grandmother(""Eddie"", ""Karen""). brother(""Eddie"", ""Barry""). father(""Kelly"", ""Kyle""). mother(""Kelly"", ""unidentified mother""). mother(""Serena"", ""Kelly""). grandfather(""Serena"", ""Kyle""). brother(""Serena"", ""unidentified sibling""). granddaughter(""Kyle"", ""Barbara""). son(""Kelly"", ""unidentified sibling""). brother(""Barbara"", ""Serena""). husband(""Karen"", ""Kyle""). wife(""Kyle"", ""Karen"").",,wife-grandson,['grandson']
3702,"[Kristen]'s son, [Jeffery], was busy with school activities and forgot to meet his sister. [Kyle] is taking his grandson [Lonnie] to the doctor while his mother is at work. [Lonnie] bought a present for his mother [Kristen]. [Jeffery] and his brother [Lonnie] are fighting again.","('Kyle', 'Jeffery')",grandson,"son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen""). grandson(""Kyle"", ""Lonnie""). grandfather(""Lonnie"", ""Kyle""). son(""Kristen"", ""Lonnie""). mother(""Lonnie"", ""Kristen""). brother(""Jeffery"", ""Lonnie""). brother(""Lonnie"", ""Jeffery"").",,grandson-brother,['grandson']
3703,[Andrew] has a grandmother named [Karen]. [Karen] grandson's has a brother named [James]. [Karen] was playing with her grandson [James] when his mother [Shirley] stopped by to visit.,"('Shirley', 'Karen')",mother,"grandmother(""Andrew"", ""Karen""). grandson(""Karen"", ""Andrew""). brother(""Andrew"", ""James""). brother(""James"", ""Andrew""). grandson(""Karen"", ""James""). mother(""James"", ""Shirley""). son(""Shirley"", ""James"").",,son-grandmother,['mother']
3704,"[Kyle] has two beautiful grandchildren. One of them is named [Christine]. [Christine] has a strong brother named [Barry]. [Barry] called his brother, [John], to confirm when [John]'s sister, [Christine], was coming to the dinner.","('Kyle', 'Barry')",grandson,"granddaughter(""Kyle"", ""Christine""). grandfather(""Christine"", ""Kyle""). brother(""Christine"", ""Barry""). sister(""Barry"", ""Christine""). brother(""John"", ""Barry""). sister(""Barry"", ""John""). sister(""Christine"", ""John""). brother(""John"", ""Christine"").",,granddaughter-brother,['grandson']
3705,"[Dionne] asked her father [Edward] to take her to school. [Edward] said he'd take her in a few minutes. [Jeffery] went to visit his father [Edward] who was in the hospital. [Jeffery] had to call his sister [Dionne] to tell her [Edward] was n't doing well. [Edward] went to the park with his father, [Kyle].","('Dionne', 'Kyle')",grandfather,"father(""Dionne"", ""Edward""). daughter(""Edward"", ""Dionne""). son(""Edward"", ""Jeffery""). father(""Jeffery"", ""Edward""). sister(""Jeffery"", ""Dionne""). brother(""Dionne"", ""Jeffery""). father(""Edward"", ""Kyle""). son(""Kyle"", ""Edward"").",,father-father,['grandfather']
3706,"[Kyle] is a doting grandfather to his granddaughter [Barbara]. He loves to take [Barbara] for ice cream. [Kyle] 'daughter Kelly had a child that she gave up secretly as a teenager. Kelly's daughter [Serena] contacted him last week and asked if they could meet for the first time. [Karen] just celebrated her first wedding anniversary with her husband [Kyle]. [Serena] and her sister [Barbara] were fighting. They never fight long though, and they made up the next day.","('Karen', 'Serena')",granddaughter,"granddaughter(""Kyle"", ""Barbara""). grandfather(""Barbara"", ""Kyle""). daughter(""Kyle"", ""Kelly""). granddaughter(""Kyle"", ""Serena""). grandfather(""Serena"", ""Kyle""). husband(""Karen"", ""Kyle""). wife(""Kyle"", ""Karen""). sister(""Barbara"", ""Serena"").",,husband-granddaughter,['granddaughter']
3707,"[Karen] was furious. The house was a wreck and she knew it was her son [Edward]'s fault. His sister [Theresa] would never be this messy. [Theresa]'s mother, [Karen], was feeling tired from hiking so [Theresa] asked her daughter [Christine] to get some water for [Karen].","('Christine', 'Karen')",grandmother,"son(""Karen"", ""Edward""). mother(""Edward"", ""Karen""). sister(""Edward"", ""Theresa""). brother(""Theresa"", ""Edward""). mother(""Theresa"", ""Karen""). daughter(""Theresa"", ""Karen""). daughter(""Theresa"", ""Christine""). mother(""Christine"", ""Theresa"").",,mother-mother,"['sister', 'grandmother']"
3708,"[Vernon] and his mother [Karen] are very close. They spend as much time together as they can. [James] asked his father, [Vernon], to help him with his math homework. [Vernon] could n't, because he was lousy at math himself. [Drew]'s father, [Vernon], recently had a falling out with each other. [Drew] love his brother [James]. They are always playing together.","('James', 'Karen')",grandmother,"mother(""Vernon"", ""Karen""). son(""Karen"", ""Vernon""). father(""James"", ""Vernon""). son(""Vernon"", ""James""). father(""Drew"", ""Vernon""). son(""Vernon"", ""Drew""). brother(""James"", ""Drew""). brother(""Drew"", ""James"").",,father-mother,['grandmother']
3709,"[Eric]'s wife, [Robin], went to the library with her daughter, [Serena]. [Serena]'s uncle [Henry] was looking forward to visiting for the summer. [Serena]'s father [Eric] is taking her to a movie because she got good grades.","('Eric', 'Henry')",brother,"wife(""Eric"", ""Robin""), husband(""Robin"", ""Eric""), daughter(""Robin"", ""Serena""), mother(""Serena"", ""Robin""), uncle(""Serena"", ""Henry""), niece(""Henry"", ""Serena""), father(""Serena"", ""Eric""), daughter(""Eric"", ""Serena"").",,daughter-uncle,['brother']
3710,"[Kyle] was getting ready to visit his daughter [Robin] after work. [Robin] had to drop her daughter [Serena] off at the babysitter first. [Serena] and her sister, [Barbara], were arguing about who was smarter. [Kyle], [Serena]'s grandfather, came in, and told them to stop arguing because neither of them was smart.","('Barbara', 'Kyle')",grandfather,"daughter(""Kyle"", ""Robin""). father(""Robin"", ""Kyle""). daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin""). sister(""Serena"", ""Barbara""). sister(""Barbara"", ""Serena""). grandfather(""Serena"", ""Kyle""). granddaughter(""Kyle"", ""Serena"").",,sister-grandfather,['grandfather']
3711,[Marlene] and her sister [Lisa] were playing outside. [Marlene]'s mother [Robin] called for her to come inside. [Barbara] took her sister [Marlene] out for dinner to celebrate her birthday. [Robin] and her daughter [Barbara] were on vaction.,"('Lisa', 'Robin')",mother,"sister(""Marlene"", ""Lisa""). sister(""Lisa"", ""Marlene""). mother(""Marlene"", ""Robin""). daughter(""Robin"", ""Marlene""). sister(""Barbara"", ""Marlene""). sister(""Marlene"", ""Barbara""). daughter(""Robin"", ""Barbara""). mother(""Barbara"", ""Robin"").",,sister-mother,['mother']
3712,"[Robin] is taking a trip to see her sister [Theresa]. [Kristen] called [Robin], her sister, to see if she wanted to go out to eat. [Marlene] called her mother [Robin] to let her know she will be back home soon. [Theresa] was sewing a sweater for her sister [Kristen].","('Marlene', 'Theresa')",aunt,"sister(""Robin"", ""Theresa""). sister(""Theresa"", ""Robin""). sister(""Kristen"", ""Robin""). sister(""Robin"", ""Kristen""). mother(""Marlene"", ""Robin""). daughter(""Robin"", ""Marlene""). sister(""Theresa"", ""Kristen""). sister(""Kristen"", ""Theresa"").",,mother-sister,['aunt']
3713,[Serena] got a very nice gift from her grandfather [Kyle]. This made [Serena]'s sister [Lisa] very jealous. [Marlene] got a very nice gift from her grandfather [Kyle]. This made [Marlene]'s sister [Serena] very jealous.,"('Kyle', 'Lisa')",granddaughter,"granddaughter(""Kyle"", ""Serena""). grandfather(""Serena"", ""Kyle""). sister(""Serena"", ""Lisa""). sister(""Lisa"", ""Serena""). granddaughter(""Kyle"", ""Marlene""). grandfather(""Marlene"", ""Kyle""). sister(""Marlene"", ""Serena""). sister(""Serena"", ""Marlene"").",,granddaughter-sister,['granddaughter']
3714,"[Eric] and his sister [Kristen] went to the movies to watch the newest superhero flick. [Barbara] and her father, [Eric], had an argument over the weekend. However, they made up by Monday. [Eric] has a great father relationship with the beautiful [Serena]. [Barbara] needed to go to the store. [Barbara] asked her sister [Serena] for a ride.","('Serena', 'Kristen')",aunt,"sister(""Eric"", ""Kristen""). brother(""Kristen"", ""Eric""). father(""Barbara"", ""Eric""). daughter(""Eric"", ""Barbara""). father(""Serena"", ""Eric""). daughter(""Eric"", ""Serena""). sister(""Barbara"", ""Serena""). sister(""Serena"", ""Barbara"").",,father-sister,['aunt']
3715,"[Lisa] was sewing a sweater for her sister [Marlene]. [Marlene] took her younger sister [Serena] to the carnival last weekend. [Lisa] and her sister [Serena] were going to the store to buy groceries. [Serena]'s mom, [Robin], called [Serena] to ask her to buy a gallon of milk.","('Robin', 'Lisa')",daughter,"sister(""Lisa"", ""Marlene""). sister(""Marlene"", ""Lisa""). sister(""Marlene"", ""Serena""). sister(""Serena"", ""Marlene""). sister(""Lisa"", ""Serena""). sister(""Serena"", ""Lisa""). mother(""Serena"", ""Robin""). daughter(""Robin"", ""Serena"").",,daughter-sister,['daughter']
3716,[Edward] went to his daughter [Shirley]'s house for [Benny]'s birthday party [Kristen]'s son [Benny] went on a hiking trip with her husband [Edward].,"('Shirley', 'Benny')",nephew,"daughter(""Edward"", ""Shirley""). father(""Shirley"", ""Edward""). son(""Kristen"", ""Benny""). mother(""Benny"", ""Kristen""). husband(""Kristen"", ""Edward""). wife(""Edward"", ""Kristen"").",,brother-son,['brother']
3717,"[Edward] and his daughter [Dionne] went looking at apartments. [Dionne] was moving out soon, and wanted her dad's advice. [Edward] loves to play baseball with his dad, [Kyle]. [Kyle] decided to take his wife [Karen] to a romantic dinner in a French restaurant [Karen] liked to play hide and seek with her son [Edward].","('Kyle', 'Dionne')",granddaughter,"daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward""). son(""Edward"", ""Kyle""). son(""Kyle"", ""Edward""). wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle""). son(""Karen"", ""Edward""). mother(""Edward"", ""Karen"").",,son-daughter,['granddaughter']
3718,"[Shirley] took her son [James] to the football game. [Shirley] was surprised when her husband, [Vernon], and her son, [Drew], came back early from their trip to Spain. [James] and his brother [Drew] just talked on the phone for the first time in years.","('Vernon', 'Drew')",son,"son(""Shirley"", ""James""). mother(""James"", ""Shirley""). husband(""Shirley"", ""Vernon""). wife(""Vernon"", ""Shirley""). son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). brother(""James"", ""Drew""). brother(""Drew"", ""James"").",,wife-son,['son']
3719,"[Vernon] was happy that his son [James] was doing well in college. [Vernon] is a man with a wife named [Shirley]. [Shirley] was watching TV with her son, [James], and her father, [Kyle]. [Kyle] and [James] were arguing over what to watch, so [Shirley] turned the TV off and suggested they all go do something else.","('Kyle', 'James')",grandson,"son(""Vernon"", ""James""). father(""James"", ""Vernon""). wife(""Vernon"", ""Shirley""). husband(""Shirley"", ""Vernon""). son(""Shirley"", ""James""). mother(""James"", ""Shirley""). father(""Shirley"", ""Kyle""). daughter(""Kyle"", ""Shirley"").",,daughter-son,['grandson']
3720,"[Amanda] was playing hide-and-seek with her sister [Christine]. [Christine]'s brother, [Eddie], was getting ready to start a new job. [Christine] was very happy for him. [Christine] loves her brother [John]. [Amanda] borrowed some money from her brother [Eddie].","('Amanda', 'John')",brother,"sister(""Amanda"", ""Christine""). sister(""Christine"", ""Amanda""). brother(""Christine"", ""Eddie""). sister(""Eddie"", ""Christine""). brother(""Christine"", ""John""). sister(""John"", ""Christine""). brother(""Amanda"", ""Eddie""). sister(""Eddie"", ""Amanda"").",,sister-brother,['brother']
3721,"Worker: [Christine] looks just like her grandmother, [Karen] did as a child. [Eddie] was sad to learn that his sister [Christine] was not going to make it to dinner like they had planned. [Eddie] went to his grandmother [Karen]'s house for the summer. He had a wonderful time there. [Theresa] dotes on her son [Eddie]. Because of this, [Eddie] is pretty spoiled.","('Theresa', 'Karen')",mother,"grandmother(""Christine"", ""Karen""). granddaughter(""Karen"", ""Christine""). sister(""Eddie"", ""Christine""). brother(""Christine"", ""Eddie""). grandmother(""Eddie"", ""Karen""). grandson(""Karen"", ""Eddie""). son(""Theresa"", ""Eddie""). mother(""Eddie"", ""Theresa"").",,son-grandmother,['mother']
3722,"[Lonnie] went to the park with his father, [Edward]. [Edward] is married to a special woman. Her name is [Kristen]. [Dionne]'s father, [Edward] just got out of a court hearing. [Lonnie] is a factory worker. He has a wonderful sister by the name of [Dionne].","('Kristen', 'Dionne')",daughter,"father(""Lonnie"", ""Edward""). son(""Edward"", ""Lonnie""). wife(""Edward"", ""Kristen""). husband(""Kristen"", ""Edward""). father(""Dionne"", ""Edward""). daughter(""Edward"", ""Dionne""). sister(""Lonnie"", ""Dionne""). brother(""Dionne"", ""Lonnie"").",,husband-daughter,['daughter']
3723,"[Shirley] took her son [Drew] shopping for new school clothes. They had a good time. [Raquel] fixed her husband [Drew] spaghetti and a salad for dinner for his birthday because it is his favorite food. [Drew] got a gift for his brother calvin. [James]'s mother, [Shirley], did n't like the gift and took it away from him.","('Raquel', 'Shirley')",mother-in-law,"son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). husband(""Raquel"", ""Drew""). wife(""Drew"", ""Raquel""). brother(""Drew"", ""Calvin""). brother(""Calvin"", ""Drew""). son(""Shirley"", ""James""). mother(""James"", ""Shirley"").",,husband-mother,['mother-in-law']
3724,"[Lonnie] and his sister [Dionne] walked to school together every day, since they only lived two blocks away from the school. [Kristen] and her son [Lonnie] had lunch together at a local Chinese restaurant. [Kristen] and her daughter [Dionne] went out to dinner. [Lonnie] picked up his daughter, and her son [Kyle], from the airport last Wednesday.","('Kyle', 'Dionne')",granddaughter,"sister(""Lonnie"", ""Dionne""). brother(""Dionne"", ""Lonnie""). son(""Kristen"", ""Lonnie""). mother(""Lonnie"", ""Kristen""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). father(""Kyle"", ""Lonnie""). granddaughter(""Kristen"", ""Kyle"").",,grandson-sister,['aunt']
3725,"[Eddie] made dinner reservations for his sister [Amanda]. [Amanda] loves spending time with her father. His name is [Henry]. [Verdie] went to dinner with her husband [Eddie]. [Henry] went hunting with his son, [Eddie].","('Verdie', 'Henry')",father-in-law,"sister(""Eddie"", ""Amanda""). father(""Amanda"", ""Henry""). husband(""Verdie"", ""Eddie""). wife(""Eddie"", ""Verdie""). son(""Henry"", ""Eddie""). father(""Eddie"", ""Henry"").",,husband-father,['father-in-law']
3726,"[Amanda] was having a hard time with her math homework, so she went to her brother [John] for help. [John] did n't seem to know either, so [Amanda] went to her father [Henry], as she was sure he could help. [John]'s aunt, [Kristen], was ten minutes late to his baseball game. [John] is a man with a son named [Henry].","('Henry', 'Kristen')",sister,"brother(""Amanda"", ""John""). sister(""John"", ""Amanda""). father(""Amanda"", ""Henry""). daughter(""Henry"", ""Amanda""). aunt(""John"", ""Kristen""). nephew(""Kristen"", ""John""). son(""John"", ""Henry""). father(""Henry"", ""John"").",,son-aunt,"['sister', 'granddaughter']"
3727,"[Karen] told her grandson [Drew] she loved him. He told her he loved her, too. [James] and his brother [Drew] are fighting again. [Karen] went to see her grandson, [James], playing with his soccer team. [James] scored a goal, and she cheered for the boy. [Kyle] is proud to be married to his loving wife [Karen].","('Kyle', 'James')",grandson,"grandson(""Karen"", ""Drew""). grandmother(""Drew"", ""Karen""). grandson(""Karen"", ""James""). grandmother(""James"", ""Karen""). brother(""James"", ""Drew""). brother(""Drew"", ""James""). wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle"").",,wife-grandson,['grandson']
3728,"[Kyle] went to his daughter [Theresa]'s house, to have lunch with her son [John]. [Kyle] and his daughter [Kristen] went to the movies. [Theresa], [Kristen]'s sister, had to stay home as she was sick.","('John', 'Kyle')",grandfather,"daughter(""Kyle"", ""Theresa""). father(""Theresa"", ""Kyle""). grandson(""Kyle"", ""John""). grandfather(""John"", ""Kyle""). daughter(""Kyle"", ""Kristen""). father(""Kristen"", ""Kyle""). sister(""Kristen"", ""Theresa""). sister(""Theresa"", ""Kristen"").",,mother-father,['grandfather']
3729,"[Margaret] loves visiting with her aunt [Theresa]. [Shirley] loved to play dress-up with her daughter [Margaret]. [Stacy]'s mother, [Shirley], was sick. [Shirley]'s sister, [Theresa], was taking care of her.","('Stacy', 'Theresa')",aunt,"aunt(""Margaret"", ""Theresa""). niece(""Theresa"", ""Margaret""). daughter(""Shirley"", ""Margaret""). mother(""Margaret"", ""Shirley""). mother(""Stacy"", ""Shirley""). daughter(""Shirley"", ""Stacy""). sister(""Shirley"", ""Theresa""). sister(""Theresa"", ""Shirley"").",,mother-sister,['aunt']
3730,"[Robin] and her brother [Vernon] wanted to go to the cinema. [Vernon]'s son [James] wanted to tag along too. [Vernon] is playing with his daughter [Stacy] in the yard. After a while, [Stacy]'s brother [James] joins them.","('Robin', 'James')",nephew,"brother(""Robin"", ""Vernon""). sister(""Vernon"", ""Robin""). son(""Vernon"", ""James""). father(""James"", ""Vernon""). daughter(""Vernon"", ""Stacy""). father(""Stacy"", ""Vernon""). brother(""Stacy"", ""James""). sister(""James"", ""Stacy"").",,brother-son,['nephew']
3731,"[Kyle] is making a very special present for his wife [Karen]. [Lisa] was happy to spend the holidays with her grandfather, [Kyle]. [Kyle] asked his granddaughter [Barbara] to take him to a doctor's appointment. [Barbara] asked her sister [Lisa] to come along but she said she could n't make it.","('Karen', 'Lisa')",granddaughter,"wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle""). grandfather(""Lisa"", ""Kyle""). granddaughter(""Kyle"", ""Lisa""). granddaughter(""Kyle"", ""Barbara""). grandfather(""Barbara"", ""Kyle""). sister(""Barbara"", ""Lisa""). sister(""Lisa"", ""Barbara"").",,husband-granddaughter,['granddaughter']
3732,"[Edward] and his son, [Lonnie], helped his father [Kyle] with house chores. [Robin] went fishing with her father [Kyle] and brother [Edward] last weekend. They caught a dozen sea bass.","('Kyle', 'Lonnie')",grandson,"son(""Edward"", ""Lonnie""). father(""Lonnie"", ""Edward""). father(""Edward"", ""Kyle""). son(""Kyle"", ""Edward""). father(""Robin"", ""Kyle""). daughter(""Kyle"", ""Robin""). brother(""Robin"", ""Edward""). sister(""Edward"", ""Robin"").",,son-son,['grandson']
3733,"[Kristen] noticed her daughter [Dionne] was n't feeling well. [Dionne]'s sister, [Patty], went to get medicine. [Patty] was excited for today, its her daughter's, [Kristen], spring break. She will finally get to see her. [Patty] has been married to her husband [Jeffery] for 50 years, and they rarely had any arguments.","('Kristen', 'Jeffery')",son-in-law,"daughter(""Kristen"", ""Dionne""), mother(""Dionne"", ""Kristen""), sister(""Dionne"", ""Patty""), daughter(""Patty"", ""Kristen""), mother(""Kristen"", ""Patty""), husband(""Patty"", ""Jeffery""), wife(""Jeffery"", ""Patty"").",,daughter-husband,['son-in-law']
3734,"[Carl] was very nervous talking with his wife [Barbara]. He was so nervous because he was going to meet [Barbara]'s father [Eric] for the first time. [Serena] worries a lot about her father, [Eric], who is getting older and starting to forget things. Her brother [Barbara], however, says that's not a big deal and is normal to see in older folks.","('Carl', 'Eric')",father-in-law,"wife(""Carl"", ""Barbara""), husband(""Barbara"", ""Carl""), father(""Barbara"", ""Eric""), daughter(""Eric"", ""Barbara""), father(""Serena"", ""Eric""), daughter(""Eric"", ""Serena""), brother(""Serena"", ""Barbara""), sister(""Barbara"", ""Serena"").",,wife-father,['father-in-law']
3735,"[Eddie] and his sister [Amanda] went out for coffee. [Amanda] asked her brother [John] if he wanted them to bring him anything back, but he said no. [Eddie] and his brother [John] went to the boxing match. [Christine] was upset her brother [Eddie] did n't invite her.","('Christine', 'John')",brother,"sister(""Eddie"", ""Amanda""). brother(""Amanda"", ""Eddie""). brother(""Amanda"", ""John""). sister(""John"", ""Amanda"") brother(""Eddie"", ""John""). sister(""John"", ""Eddie""). brother(""Christine"", ""Eddie""). sister(""Eddie"", ""Christine"").",,brother-brother,
3736,"[Shirley] was so busy trying to watch her son [Drew] while she spoke on the phone with her daughter [Margaret] at the same time. [Shirley]'s son, [James], came over to her house for dinner. [Drew], [James]'s brother, came too.","('Margaret', 'Drew')",brother,"son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). daughter(""Shirley"", ""Margaret""). mother(""Margaret"", ""Shirley""). son(""Shirley"", ""James""). mother(""James"", ""Shirley""). brother(""James"", ""Drew""). brother(""Drew"", ""James"").",,mother-son,['brother']
3737,[Karen] reprimanded her son [Vernon] for biting his sister [Theresa]. [Kyle] 'wife [Karen] went with him to a cruise. [Karen]'s daughter [Theresa] stayed home and studied.,"('Kyle', 'Theresa')",daughter,"son(""Karen"", ""Vernon""). mother(""Vernon"", ""Karen""). sister(""Vernon"", ""Theresa""). brother(""Theresa"", ""Vernon""). wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle"") daughter(""Karen"", ""Theresa""). mother(""Theresa"", ""Karen"").",,wife-daughter,
3738,"[Edward] bought a present for his son [Lonnie]. His daughter [Dionne] felt let out. [Karen] received a wonderful hand-written letter from her grandson [Lonnie]. [Lonnie]'s sister, [Dionne], was too lazy to send one though.","('Dionne', 'Karen')",grandmother,"son(""Edward"", ""Lonnie""). father(""Lonnie"", ""Edward""). daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward""). grandson(""Karen"", ""Lonnie""). grandmother(""Lonnie"", ""Karen""). sister(""Lonnie"", ""Dionne""). brother(""Dionne"", ""Lonnie"").",,brother-grandmother,['grandmother']
3739,"[Henry] is coaching his daughter [Amanda]'s softball team this summer. [Christine] is taking a trip to see her sister [Amanda]. [Christine] asked her father [Henry] if she could spend the night at her friend's house. [Eddie] liked to play games with his sister, [Christine].","('Eddie', 'Amanda')",sister,"father(""Amanda"", ""Henry""), daughter(""Henry"", ""Amanda""), sister(""Christine"", ""Amanda""), sister(""Amanda"", ""Christine""), father(""Christine"", ""Henry""), daughter(""Henry,"" ""Christine""), sister(""Eddie"", ""Christine""), brother(""Christine"", ""Eddie"").",,sister-sister,
3740,"[Eddie] often goes out for lunch with his sister, [Amanda]. [John]'s father, [Henry], bought him some ice cream. [Henry] found his daughter, [Amanda], drunk and alone on the bathroom floor. [Henry] loved teaching his son, [Eddie], baseball.","('John', 'Amanda')",sister,"sister(""Eddie"", ""Amanda""). brother(""Amanda"", ""Eddie""). father(""John"", ""Henry""). son(""Henry"", ""John""). daughter(""Henry"", ""Amanda""). father(""Amanda"", ""Henry""). son(""Henry"", ""Eddie""). father(""Eddie"", ""Henry"").",,father-daughter,['sister']
3741,"[John] went to the store with his brother, [Eddie]. [Theresa] told her son [Eddie] to go outside and play. His sister [Amanda] went with him. [Theresa]'s biggest accomplishment is raising her son [John].","('Theresa', 'Amanda')",daughter,"brother(""John"", ""Eddie""). brother(""Eddie"", ""John""). son(""Theresa"", ""Eddie""). mother(""Eddie"", ""Theresa""). sister(""Eddie"", ""Amanda""). brother(""Amanda"", ""Eddie""). son(""Theresa"", ""John""). mother(""John"", ""Theresa"").",,son-sister,['daughter']
3742,"[Margaret], who is a young child, asked her aunt, [Theresa], what if feels like to be an adult. [Theresa]'s son [John] and brother [Vernon] came to her birthday party last weekend. [Vernon] is [Margaret]'s father.","('Vernon', 'John')",nephew,"aunt(""Margaret"", ""Theresa""). niece(""Theresa"", ""Margaret""). son(""Theresa"", ""John""). mother(""John"", ""Theresa""). brother(""Theresa"", ""Vernon""). sister(""Vernon"", ""Theresa""). father(""Margaret"", ""Vernon""). daughter(""Vernon"", ""Margaret"").",,sister-son,['nephew']
3743,"[Benny] and his wife [Dorothy] heard a noise coming from the living room. [Kristen] had fallen over, and she was crying for her son [Benny] to help her. [Edward] went to the parade with his wife [Kristen] and his son [Benny].","('Kristen', 'Dorothy')",daughter-in-law,"wife(""Benny"", ""Dorothy""), husband(""Dorothy"", ""Benny""), son(""Kristen"",""Benny""), mother(""Benny"",""Kristen""), wife(""Edward"", ""Kristen""), husband(""Kristen"", ""Edward""), son(""Edward"", ""Benny""), father(""Benny"", ""Edward"").",,son-wife,['daughter-in-law']
3744,"[Drew] is a man with a brother named [James]. [Kyle] loves taking his daughter's son to baseball games. His name is [Drew]. [Kyle] is running late to pick his wife, [Karen], at the airport. [James] offered to take his grandfather there.","('Karen', 'James')",grandson,"brother(""Drew"", ""James""), grandson(""Kyle"", ""Drew""), grandson(""Drew"", ""Kyle""), wife(""Kyle"", ""Karen""), husband(""Karen"", ""Kyle""), grandfather(""James"", ""Kyle"").",,husband-grandson,['grandson']
3745,"[James]'s father [Vernon], burnt the dinner he was cooking, so [James]'s sister, [Stacy], drove to a local restaurant to pick up food. [Stacy] asked her father, [Vernon], if he could take her to school. [Vernon] was busy, but his brother [Eric] had time, so he took her instead.","('Stacy', 'Eric')",uncle,"father(""James"", ""Vernon""). son(""Vernon"", ""James""). sister(""James"", ""Stacy""). brother(""Stacy"", ""James""). father(""Stacy"", ""Vernon""). daughter(""Vernon"", ""Stacy""). brother(""Vernon"", ""Eric""). uncle(""Stacy"", ""Eric"").",,father-brother,['uncle']
3746,"[Karen] and her daughter [Robin] went out for ice cream. [Karen] got a cone and [Robin] got a sundae. [Karen] is staying with her son, [Henry] while her husband, [Kyle] is out if town. [Robin] and her brother [Henry] were having a wonderful time at Disneyland.","('Kyle', 'Henry')",son,"daughter(""Karen"", ""Robin""). mother(""Robin"", ""Karen""). son(""Karen"", ""Henry""). mother(""Henry"", ""Karen""). husband(""Karen"", ""Kyle""). wife(""Kyle"", ""Karen""). brother(""Robin"", ""Henry""). sister(""Henry"", ""Robin"").",,wife-son,['son']
3747,"[Henry] and his brother [Edward] are constantly trying to one up each other. [Kyle] loves cooking with his daughter. Her name is [Robin]. [Kyle] loved teaching his son, [Henry], baseball. [Edward] and his father [Kyle] went jogging by the lake.","('Robin', 'Edward')",brother,"brother(""Henry"", ""Edward""), brother(""Edward"", ""Henry""), daughter(""Kyle"", ""Robin""), father(""Robin"", ""Kyle""), son(""Kyle"", ""Henry""), father(""Henry"", ""Kyle""), son(""Kyle"", ""Edward""), father(""Edward"", ""Kyle"").",,father-son,['brother']
3748,"[Robin]'s mother, [Karen], was feeling tired from hiking so [Robin] asked her daughter [Barbara] to get some water for [Karen]. [Robin] took her brother, [Henry], to visit with his mother, [Karen].","('Barbara', 'Karen')",grandmother,"daughter(""Karen"", ""Robin""). mother(""Robin"", ""Karen""). daughter(""Robin"", ""Barbara""). mother(""Barbara"", ""Robin""). brother(""Robin"", ""Henry""). sister(""Henry"", ""Robin""). mother(""Henry"", ""Karen""). son(""Karen"", ""Henry"").",,mother-mother,['grandmother']
3749,"[Edward]'s mother [Karen] wanted to surprise him for his birthday, so she baked him a cake. [Shirley] and her brother [Edward] went to the movies together. [Edward] was sitting in the stands as he watched his daughter [Dionne] walk across the aisle and get her college diploma. [Karen] had a heart-to-heart conversation with her daughter [Shirley] about some things.","('Dionne', 'Shirley')",aunt,"mother(""Edward"", ""Karen""). son(""Karen"", ""Edward""). brother(""Shirley"", ""Edward""). sister(""Edward"", ""Shirley""). daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward""). daughter(""Karen"", ""Shirley""). mother(""Shirley"", ""Karen"").",,father-sister,['aunt']
