id,story,query,target,parse,gender,f_comb,ans
3335,[Margaret] and her mother [Shirley] went to volunteer at the homeless shelter last weekend. [Dorothy] was looking at her mother [Kristen] very closely. She was confused because [Kristen] was sitting next to her twin sister [Shirley]. [Kristen] likes going to the mall with her aunt [Margaret].,"('Shirley', 'Dorothy')",niece,"mother(""Margaret"", ""Shirley""). daughter(""Shirley"", ""Margaret""). mother(""Dorothy"", ""Kristen""). daughter(""Kristen"", ""Dorothy""). twin(""Kristen"", ""Shirley""). twin(""Shirley"", ""Kristen""). aunt(""Kristen"", ""Margaret""). niece(""Margaret"", ""Kristen"").",,sister-daughter,[]
3349,"[Karen]'s son [Edward] called her on the phone to tell her that his daughter [Dorothy] was born. [Dorothy] loved played dolls with her grandmother, [Karen]. [Dorothy] is one of my favorite students. She is the younger sister of [Jeffery], who I taught last year,","('Jeffery', 'Karen')",grandmother,"son(""Karen"", ""Edward""). mother(""Edward"", ""Karen""). daughter(""Edward"", ""Dorothy""). father(""Dorothy"", ""Edward""). grandmother(""Dorothy"", ""Karen""). granddaughter(""Karen"", ""Dorothy""). sister(""Dorothy"", ""Jeffery"").",,sister-grandmother,[]
3357,"[Vernon] and his daughter [Stacy] spent Father's Day together. [Stacy] took her dad out to a sports bar, and they had a great time watching football and drinking beer there. [Robin] likes going to the mall with her aunt [Margaret]. [Margaret] asked her father [Vernon] if she could spend the night with a friend and he said okay. [Stacy] is getting married. She is looking forward to her sister, [Margaret], attending. They have n't seen each other since [Margaret] relocated to California with her husband 3 years ago.","('Vernon', 'Robin')",sister,"daughter(""Vernon"", ""Stacy""). father(""Stacy"", ""Vernon""). niece(""Margaret"", ""Robin""). aunt(""Robin"", ""Margaret""). father(""Margaret"", ""Vernon""). daughter(""Vernon"", ""Margaret""). sister(""Stacy"", ""Margaret""). sister(""Margaret"", ""Stacy"").",,daughter-aunt,[]
3362,"[Kristen] called her brother, [Eric], up to see how he was doing after surgery. [Kristen] called her mother [Karen] to let her know she will be back home soon. [Kristen] is ready to dye Easter eggs with [Dorothy]! [Karen] decided to take her son [Eric] out to have Mexican food for Dinner. [Eric] enjoyed spending time with his mother.","('Dorothy', 'Karen')",grandmother,"brother(""Kristen"", ""Eric""). sister(""Eric"", ""Kristen""). mother(""Kristen"", ""Karen""). daughter(""Karen"", ""Kristen""). son(""Karen"", ""Eric""). mother(""Eric"", ""Karen"").",,mother-mother,[]
3451,"[Eric] is raising his daughter, [Serena] all by himself. [Robin] and her daughter [Serena] went to church. They were both very religious. [Eric] was going to meet his wife, [Robin], for lunch. [Edward] likes to take his niece, [Serena], for walks by the beach.","('Eric', 'Edward')",brother,"father(""Eric"", ""Serena""). daughter(""Eric"", ""Serena""). mother(""Serena"", ""Robin""). daughter(""Robin"", ""Serena""). wife(""Eric"", ""Robin""). husband(""Robin"", ""Eric""). uncle(""Edward"", ""Serena""). niece(""Serena"", ""Edward"").",,daughter-uncle,[]
3453,"[Ronald] hit his brother [Lonnie] in the head. [Jeffery] got a gift for his brother calvin. [Lonnie]'s mother, [Kristen], did n't like the gift and took it away from him. [Ronald] was so excited to give his mother, [Kristen], a really nice card for Mother's Day. He loves her very much.","('Jeffery', 'Kristen')",mother,"brother(""Ronald"", ""Lonnie""). brother(""Lonnie"", ""Ronald""). brother(""Jeffery"", ""Calvin""). brother(""Calvin"", ""Jeffery""). mother(""Lonnie"", ""Kristen""). son(""Kristen"", ""Lonnie""). mother(""Ronald"", ""Kristen""). son(""Kristen"", ""Ronald"").",,brother-mother,[]
3466,[Kristen]'s son [Benny] loves all of his grandparents; but [Benny]'s favorite grandparent is [Kyle]. [Ronald] and his brother [Benny] went to see a baseball game on Friday and had a great time. [Ronald] was going to celebrate Christmas with his grandfather [Kyle].,"('Kristen', 'Kyle')",father,"son(""Kristen"", ""Benny""). mother(""Benny"", ""Kristen""). grandparent(""Benny"", ""Kyle""). grandson(""Kyle"", ""Benny""). brother(""Ronald"", ""Benny""). brother(""Benny"", ""Ronald""). grandson(""Kyle"", ""Ronald"").",,son-grandfather,[]
3484,"[Henry] is one of [Shirley]'s brothers. They have lots of fun together. [Shirley] kept picking on her sister [Robin]. [Robin] was so upset, she asked her brother [Henry] for some help. [Shirley] and her sister [Edward] went to the ice cream shop.","('Edward', 'Henry')",brother,"brother(""Shirley"", ""Henry""). sister(""Henry"", ""Shirley""). sister(""Shirley"", ""Robin""). brother(""Robin"", ""Henry""). sister(""Robin"", ""Shirley""). sister(""Shirley"", ""Edward"").",,sister-brother,[]
3510,"[Jeffery] and his son [Edward] are playing a father-son game of basketball. [Ronald] is waiting to go to dinner with his dad [Edward]. [Jeffery] and his brother [Benny], have different opinions about [Ronald]. [Benny] says he's to be avoided, but [Jeffery] says he will stick by his brother no matter what.","('Ronald', 'Benny')",brother,"son(""Jeffery"", ""Edward""). father(""Edward"", ""Jeffery""). father(""Ronald"", ""Edward""). son(""Edward"", ""Ronald""). brother(""Jeffery"", ""Benny""). brother(""Benny"", ""Jeffery"").",,brother-brother,[]
3520,"[Margaret] was mad at her brother [James], because [James] had called her fat. [Shirley] wants to make a special meal for her daughter [Margaret]'s birthday. [James]'s grandfather is [Kyle]. [Shirley]'s biggest accomplishment is raising her son [James].","('Shirley', 'Kyle')",father,"brother(""Margaret"", ""James""). sister(""James"", ""Margaret""). daughter(""Shirley"", ""Margaret""). mother(""Margaret"", ""Shirley""). grandfather(""James"", ""Kyle""). grandson(""Kyle"", ""James"") son(""Shirley"", ""James""), mother(""James"", ""Shirley"").",,son-grandfather,
3553,"[Barbara]'s mother, [Robin], had finished making dinner. [Robin] told [Barbara] to call [Barbara]'s sister, [Lisa], to come set the table. [Lisa] called her mother [Robin] to let her know she will be back home soon. [Lisa] and [Arthur]","('Arthur', 'Robin')",mother-in-law,"mother(""Barbara"", ""Robin""). daughter(""Robin"", ""Barbara""). sister(""Barbara"", ""Lisa""). sister(""Lisa"", ""Barbara""). mother(""Lisa"", ""Robin""). daughter(""Robin"", ""Lisa"").",,wife-mother,[]
3569,"Joe asked [Eric] if his uncle [James] had any experience with cars. [Shirley] sat anxiously in the airport terminal, waiting to see her son [James] walk through the gate. [Margaret] asked her mom, [Shirley], to watch the dog while she was away. [Margaret]'s brother, [James], did it because he is better with dogs.","('Shirley', 'Eric')",brother,"uncle(""Eric"", ""James""). nephew(""James"", ""Eric""). son(""Shirley"", ""James""). mother(""James"", ""Shirley""). daughter(""Shirley"", ""Margaret""). mother(""Margaret"", ""Shirley""). brother(""Margaret"", ""James""). sister(""James"", ""Margaret"").",,son-uncle,[]
3576,"[Henry] has been trying all day to reach his daughter [Christine] on the phone. [Robin] likes going to the mall with her aunt [Christine]. [Theresa]'s daughter [Christine] went up to [Theresa]'s husband, [Henry], and gave him a hug.","('Henry', 'Robin')",sister,"daughter(""Henry"", ""Christine""). father(""Christine"", ""Henry""). aunt(""Robin"", ""Christine""). niece(""Christine"", ""Robin""). daughter(""Theresa"", ""Christine""). mother(""Christine"", ""Theresa""). husband(""Theresa"", ""Henry""). wife(""Henry"", ""Theresa"").",,daughter-aunt,[]
3579,[Jeffery] was visiting his grandparents' house and saw [Karen] first. [Kristen] took her son [Jeffery] to the park for the afternoon. [Benny] sent flowers to his mother [Kristen] for Mother's Day. [Jeffery] and his brother [Benny] had a fight. They did n't speak to each other for a whole week afterwards.,"('Benny', 'Karen')",grandmother,"son(""Kristen"", ""Jeffery""), mother(""Jeffery"", ""Kristen""), son(""Kristen"", ""Benny""), mother(""Benny"", ""Kristen""), brother(""Jeffery"", ""Benny""), brother(""Benny"", ""Jeffery"").",,brother-grandmother,[]
3619,[Theresa]'s brother [Eric] was going to be the star in the new show. [Eric] and his sister [Shirley] stood in line at the fair. [Theresa] took her sister [Shirley] out for dinner to celebrate her birthday. [Karen] loved to play dress-up with her daughter [Shirley].,"('Karen', 'Eric')",son,"brother(""Theresa"", ""Eric""). sister(""Eric"", ""Shirley""). sister(""Theresa"", ""Shirley""). daughter(""Karen"", ""Shirley""). mother(""Shirley"", ""Karen"").",,daughter-brother,[]
3640,"[Marlene] adores her daughter [Robin]. [Robin] loves her very much, too. [Shirley] likes going to the mall with her aunt [Marlene]. [Robin] is ready to dye Easter eggs with [Lisa]! [Shirley] and her sister [Robin] were fighting. They never fight long though, and they made up the next day.","('Lisa', 'Shirley')",aunt,"daughter(""Marlene"", ""Robin""). mother(""Robin"", ""Marlene""). aunt(""Shirley"", ""Marlene""). niece(""Marlene"", ""Shirley""). sister(""Shirley"",""Robin""). sister(""Robin"", ""Shirley"").",,mother-sister,[]
3649,"[Benny] met his brother [Jeffery] for drinks after work. [Lonnie] and his brother [Jeffery] wanted to backpack across Europe together once they graduated college. [Edward] went on a roadtrip with his youngest child, [Benny]. [Benny] is a man with a brother named [Lonnie].","('Edward', 'Jeffery')",son,"brother(""Benny"", ""Jeffery""). brother(""Jeffery"", ""Benny""). brother(""Lonnie"", ""Jeffery""). brother(""Jeffery"", ""Lonnie""). child(""Edward"", ""Benny""). father(""Benny"", ""Edward""). brother(""Benny"", ""Lonnie""). brother(""Lonnie"", ""Benny"").",,son-brother,[]
3656,"[Karen] has a beautiful grandmother relationship with [Drew]. [Shirley]'s daughter Paula went to law school. Paula's brother [Drew] ended up working in a fast food restaurant. [Shirley] is ready to dye Easter eggs with [Stacy]! [Karen] could n't wait to get off the plane to see her mother, [Shirley].","('Stacy', 'Karen')",grandmother,"grandmother(""Drew"", ""Karen""). granddaughter(""Karen"", ""Drew""). daughter(""Shirley"", ""Paula""). mother(""Paula"", ""Shirley""). brother(""Paula"", ""Drew""). sister(""Drew"", ""Paula""). mother(""Karen"", ""Shirley""). daughter(""Shirley"", ""Karen"").",,mother-mother,[]
3676,[Kristen]'s daughter Paula went to law school. Paula's brother [Jeffery] ended up working in a fast food restaurant. [Benny] called his brother [Jeffery] on the phone. He wanted to go out for some beers. [Kristen] visited her son [Benny] at college. [Eric] bought ice cream for [Benny]'s birthday.,"('Kristen', 'Eric')",brother,"daughter(""Kristen"", ""Paula""). mother(""Paula"", ""Kristen""). brother(""Paula"", ""Jeffery""). sister(""Jeffery"", ""Paula""). brother(""Benny"", ""Jeffery""). brother(""Jeffery"", ""Benny""). son(""Kristen"", ""Benny""). mother(""Benny"", ""Kristen""). father(""Benny"", ""Eric"").",,son-uncle,[]
3682,"[Lonnie]'s mother, [Kristen], just got her citizenship. [Kristen] was sad she would n't be able to spend Christmas with her daughter, [Dionne]. [Dionne] had to stay home to care for her brother, [Lonnie]. [Lonnie]'s son is sick today so his mother, [Sarah], will stay home with him.","('Sarah', 'Kristen')",mother-in-law,"mother(""Lonnie"", ""Kristen""). son(""Kristen"", ""Lonnie""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). brother(""Dionne"", ""Lonnie""). sister(""Lonnie"", ""Dionne""). son(""Lonnie"", ""unknown""). father(""unknown"", ""Lonnie""). mother(""unknown"", ""Sarah""). wife(""Lonnie"", ""Sarah"").",,husband-mother,[]
3688,"[Robin] loves her daughter [Marlene]. [Marlene], however. does n't get along with her sister [Barbara]. [Robin] loved to play dress-up with her daughter [Barbara]. [Barbara] adores her son Micheal. Micheal's father [Carl] is a great dad.","('Robin', 'Carl')",son-in-law,"daughter(""Robin"", ""Marlene""). mother(""Marlene"", ""Robin""). sister(""Marlene"", ""Barbara""). daughter(""Robin"", ""Barbara""). mother(""Barbara"", ""Robin""). son(""Barbara"", ""Micheal""). mother(""Micheal"", ""Barbara""). father(""Micheal"", ""Carl""). son(""Carl"", ""Micheal"").",,daughter-husband,[]
3690,"[Andrew] asked his father [Vernon] if he could have a video game and he said okay. [Stacy] does n't always get along with her brother [Andrew]. Sometimes they fight like siblings do. [Vernon] has a daughter named [Stacy] who visits him every Sunday for dinner. [Karen] went to visit her grandmother, [Stacy], in the retirement home.","('Vernon', 'Karen')",mother,"son(""Vernon"", ""Andrew""). father(""Andrew"", ""Vernon""). brother(""Stacy"", ""Andrew""). sister(""Andrew"", ""Stacy""). daughter(""Vernon"", ""Stacy""). father(""Stacy"", ""Vernon""). grandmother(""Karen"", ""Stacy""). granddaughter(""Stacy"", ""Karen"").",,daughter-grandmother,[]
3735,"[Eddie] and his sister [Amanda] went out for coffee. [Amanda] asked her brother [John] if he wanted them to bring him anything back, but he said no. [Eddie] and his brother [John] went to the boxing match. [Christine] was upset her brother [Eddie] did n't invite her.","('Christine', 'John')",brother,"sister(""Eddie"", ""Amanda""). brother(""Amanda"", ""Eddie""). brother(""Amanda"", ""John""). sister(""John"", ""Amanda"") brother(""Eddie"", ""John""). sister(""John"", ""Eddie""). brother(""Christine"", ""Eddie""). sister(""Eddie"", ""Christine"").",,brother-brother,
3737,[Karen] reprimanded her son [Vernon] for biting his sister [Theresa]. [Kyle] 'wife [Karen] went with him to a cruise. [Karen]'s daughter [Theresa] stayed home and studied.,"('Kyle', 'Theresa')",daughter,"son(""Karen"", ""Vernon""). mother(""Vernon"", ""Karen""). sister(""Vernon"", ""Theresa""). brother(""Theresa"", ""Vernon""). wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle"") daughter(""Karen"", ""Theresa""). mother(""Theresa"", ""Karen"").",,wife-daughter,
3739,"[Henry] is coaching his daughter [Amanda]'s softball team this summer. [Christine] is taking a trip to see her sister [Amanda]. [Christine] asked her father [Henry] if she could spend the night at her friend's house. [Eddie] liked to play games with his sister, [Christine].","('Eddie', 'Amanda')",sister,"father(""Amanda"", ""Henry""), daughter(""Henry"", ""Amanda""), sister(""Christine"", ""Amanda""), sister(""Amanda"", ""Christine""), father(""Christine"", ""Henry""), daughter(""Henry,"" ""Christine""), sister(""Eddie"", ""Christine""), brother(""Christine"", ""Eddie"").",,sister-sister,
3755,"[Stacy] is a woman with a sister named [Margaret]. [Margaret] and her mother [Shirley] went dress shopping on Saturday. i am looking forward, visiting with my aunt [Kristen], i really hope [Stacy] is their as well! [Stacy] was excited for today, its her daughter's, [Shirley], spring break. She will finally get to see her.","('Shirley', 'Kristen')",sister,"sister(""Stacy"", ""Margaret""). sister(""Margaret"", ""Stacy""). mother(""Margaret"", ""Shirley""). daughter(""Shirley"", ""Margaret""). aunt(""Kristen""). daughter(""Stacy"", ""Shirley""). mother(""Shirley"", ""Stacy"").",,daughter-aunt,[]
3760,[Henry]'s mother [Karen] and son [John] went to get ice cream after going to the park. [Karen] played catch with her grandson [Eddie]. [Eddie]'s father [Henry] was busy at work and could n't join them.,"('John', 'Karen')",grandmother,"mother(""Henry"", ""Karen""). son(""Karen"", ""Henry""). son(""Henry"", ""John""). grandson(""Karen"", ""Eddie""). grandmother(""Eddie"", ""Karen""). father(""Eddie"", ""Henry"").",,father-mother,[]
3771,"[Theresa] took her daughter, [Amanda], out to High Tea yesterday afternoon. [Shirley] is taking a trip to see her sister [Theresa]. [Theresa] asked her brother [Eric] if he wanted to go to the skating rink. [Eric] saw his younger sister [Shirley] crying because she wanted to skate too, but could n't with her broken leg.","('Shirley', 'Amanda')",niece,"daughter(""Theresa"", ""Amanda""). mother(""Amanda"", ""Theresa""). sister(""Shirley"", ""Theresa""). brother(""Theresa"", ""Eric""). sister(""Eric"", ""Theresa""). sister(""Eric"", ""Shirley"") brother(""Shirley"", ""Eric"").",,sister-daughter,
3812,[John] is [Eddie]'s Brother. [Theresa]'s son [John] loves all of his grandparents; but [John]'s favorite grandparent is [Kyle]. [Theresa] took her son [Eddie] to the park for the afternoon.,"('Theresa', 'Kyle')",father,"brother(""John"", ""Eddie""). brother(""Eddie"", ""John""). son(""Theresa"", ""John""). mother(""John"", ""Theresa""). grandparent(""John"", ""Kyle""). grandson(""Kyle"", ""John""). son(""Theresa"", ""Eddie""). mother(""Eddie"", ""Theresa"").",,son-grandfather,[]
3816,[Kyle] loved his son [Vernon] dearly.Brandon shared that same love for his daughter [Stacy]. [Kyle] has been trying all day to reach his daughter [Kristen] on the phone. [Kristen] and her brother [Vernon] were having a wonderful time at Disneyland.,"('Kyle', 'Stacy')",granddaughter,"son(""Kyle"", ""Vernon""). father(""Vernon"", ""Kyle""). daughter(""Brandon"", ""Stacy""). father(""Stacy"", ""Brandon""). daughter(""Kyle"", ""Kristen""). father(""Kristen"", ""Kyle""). brother(""Kristen"", ""Vernon""). sister(""Vernon"", ""Kristen"").",,son-daughter,[]
3838,"[Kyle] was eager to meet his wife, sally, at the shop. [Karen] was more concerned that her grandson, [James], would make it, too. [Karen] and her grandson, [Drew], went to a museum. [Karen] loved it, but [Drew] was bored. [James] is excited to cheer on his brother [Drew] in the homecoming game tonight.","('Kyle', 'James')",grandson,"wife(""Kyle"", ""Sally""). husband(""Sally"", ""Kyle"") grandson(""Karen"", ""James""). grandmother(""James"", ""Karen""), grandson(""Karen"", ""Drew""). grandmother(""Drew"", ""Karen""), brother(""James"", ""Drew""). brother(""Drew"", ""James"").",,wife-grandson,
3890,"[Robin] and [Eric] [Robin] noticed her daughter [Lisa] was n't feeling well. [Lisa]'s sister, [Serena], went to get medicine. [Robin] took her daughter, [Serena], out to High Tea yesterday afternoon.","('Eric', 'Serena')",daughter,"daughter(""Robin"", ""Lisa""). mother(""Lisa"", ""Robin""). sister(""Lisa"", ""Serena""). daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin"").",,wife-daughter,[]
3892,"[Kristen] took her two children, [Dionne] and [Benny], down to the playground later that afternoon. [Dionne] and [Patty] are sisters who have one brother named [Benny].","('Patty', 'Dionne')",sister,"child(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). child(""Kristen"", ""Benny""). mother(""Benny"", ""Kristen""). sister(""Dionne"", ""Patty""). sister(""Patty"", ""Dionne""). brother(""Dionne"", ""Benny""). sister(""Benny"", ""Dionne"") sister(""Benny"", ""Patty"").",,brother-sister,
3893,[Serena] saw her sister [Lisa] at the grocery store and then went to visit her brother [Carl] later that evening. [Lisa] it going back to Boston to visit her sister [Marlene] and her brother [Carl].,"('Carl', 'Marlene')",sister,"sister(""Serena"", ""Lisa""). sister(""Lisa"", ""Serena""). brother(""Serena"", ""Carl""). brother(""Lisa"", ""Carl""). sister(""Lisa"", ""Marlene""). brother(""Marlene"", ""Carl"").",,sister-sister,[]
3922,"[Casey] was so excited to give his mother, [Shirley], a really nice card for Mother's Day. He loves her very much. [Vernon] went on a roadtrip with his youngest child, [Casey]. [Casey] bought his sister [Margaret] a video game for her birthday. She said it was her favorite game and gave him a big hug. [Shirley] and her daughter [Margaret] are entering the competition together.","('Vernon', 'Margaret')",daughter,"son(""Shirley"", ""Casey""). mother(""Casey"", ""Shirley""). child(""Vernon"", ""Casey""). father(""Casey"", ""Vernon""). sister(""Casey"", ""Margaret""). brother(""Margaret"", ""Casey""). daughter(""Shirley"", ""Margaret""). mother(""Margaret"", ""Shirley"").",,son-sister,[]
3945,"[Vernon] and his sister [Robin] threw a surprise pizza party for [Vernon]'s son, [James]. [James] was ratted out by his sister [Margaret] when he snuck out of the house, so [James] decided to hide [Margaret]'s purse. [Margaret] 'father, [Vernon], recently went back to school.","('James', 'Robin')",aunt,"sister(""Vernon"", ""Robin""), brother(""Robin"", ""Vernon""), son(""Vernon"", ""James""), father(""James"", ""Vernon""), sister(""James"", ""Margaret""), brother(""Margaret"", ""James""), daughter(""Vernon"", ""Margaret""), father(""Margaret"", ""Vernon"")",,father-sister,
3947,"[Dorothy] and [Benny] [Benny] and his father [Edward] went to the golf course in town on Saturday and had a great time. [Sarah] does n't like having to babysit her younger brother, [Benny]. [Edward] loves his daughter [Sarah].","('Edward', 'Dorothy')",daughter-in-law,"father(""Benny"", ""Edward""). son(""Edward"", ""Benny""). brother(""Sarah"", ""Benny""). sister(""Benny"", ""Sarah""). daughter(""Edward"", ""Sarah""). father(""Sarah"", ""Edward"").",,son-wife,[]
3952,"[Robin]'s son, [Carl], went with her to the store to buy candy for Halloween. [Serena] went with her brother [Carl] to the mall to buy some new candles. [Eric] has been with [Robin] for 10 years. [Robin] has been married for two years. [Serena] and her mother [Robin] attended a play at the theater.","('Eric', 'Serena')",daughter,"son(""Robin"", ""Carl""). mother(""Carl"", ""Robin""). brother(""Serena"", ""Carl""). sister(""Carl"", ""Serena""). partner(""Eric"", ""Robin""). partner(""Robin"", ""Eric""). mother(""Serena"", ""Robin""). daughter(""Robin"", ""Serena"").",,wife-daughter,[]
3993,[Edward] is one of [Shirley]'s brothers. They have lots of fun together. [Edward] enjoys the company of his sibling [Theresa]. [Kyle] and his son [Edward] went to the store to by bread. [Kyle] likes to take his daughter [Shirley] fishing.,"('Kyle', 'Theresa')",daughter,"brother(""Shirley"", ""Edward""). sister(""Edward"", ""Shirley""). sibling(""Edward"", ""Theresa""). sibling(""Theresa"", ""Edward""). son(""Kyle"", ""Edward""). father('Edward', 'Kyle'). daughter(""Kyle"", ""Shirley""). father(""Shirley"", ""Kyle"").",,son-sister,
3995,[Shirley] decided to take a walk with her son [James] after dinner. [James]'s brother [Casey] did n't feel like walking so he stayed at home. [Stacy] apologized to her father in law Rod for the accident. Rod's son [Casey] had backed into his car in the driveway when he was attempting to pull out. [Casey] was adopted kid. He discovered last week that [Shirley] is his mother.,"('Stacy', 'Shirley')",mother-in-law,"son(""Shirley"", ""James""). mother(""James"", ""Shirley""). brother(""James"", ""Casey""). son(""Shirley"", ""Casey""). mother(""Casey"", ""Shirley""). father_in_law(""Stacy"", ""Rod""). daughter_in_law(""Rod"", ""Stacy""). son(""Rod"", ""Casey""). father(""Casey"", ""Rod"").",,husband-mother,[]
4019,"[Robin]'s mom, [Marlene] got ready for the party. [Marlene] took her younger sister [Lisa] to the carnival last weekend. [Serena] loved her mother [Robin]. She was heartbroken when she heard [Robin] had suddenly passed away. [Serena] needed to go to the store. [Serena] asked her sister [Marlene] for a ride.","('Lisa', 'Robin')",mother,"mother(""Robin"", ""Marlene""). daughter(""Marlene"", ""Robin""). sister(""Marlene"", ""Lisa""). mother(""Serena"", ""Robin""). daughter(""Robin"", ""Serena""). sister(""Serena"", ""Marlene"").",,sister-mother,[]
4042,[Sarah] and her father [Edward] went to visit his sister [Shirley]. [Kristen]'s daugher [Sarah] was a bookworm. [Kristen]'s husband [Edward] had never read a book in his life.,"('Shirley', 'Sarah')",niece,"father(""Sarah"", ""Edward""). daughter(""Edward"", ""Sarah""). sister(""Edward"", ""Shirley""). daughter(""Kristen"", ""Sarah""). mother(""Sarah"", ""Kristen""). husband(""Kristen"", ""Edward""). wife(""Edward"", ""Kristen"").",,brother-daughter,[]
4071,"[Henry]'s son [Darnell] entered rehab for the ninth time at the age of thirty. [Michelle] was ill, that's why she could n't go to school. She was with her mother [Henry] all day. [Edward] is a man with a niece named [Michelle]. [Darnell] was ratted out by his sister [Michelle] when he snuck out of the house, so [Darnell] decided to hide [Michelle]'s purse.","('Henry', 'Edward')",brother,"son(""Henry"", ""Darnell""). father(""Darnell"", ""Henry""). mother(""Michelle"", ""Henry""). daughter(""Henry"", ""Michelle""). niece(""Edward"", ""Michelle"") uncle(""Michelle"", ""Edward""). sister(""Darnell"", ""Michelle""). brother(""Michelle"", ""Darnell"").",,daughter-uncle,
4100,"[Robin] is very excited about her weekend plans. She is going up to her cabin with her husband, [Eric], and her daughter, [Marlene]. [Michael] waited for [Marlene] to wrap up at work. [Eric] read his daughter [Marlene] a bedtime story. Soon she was fast asleep.","('Eric', 'Michael')",son-in-law,"husband(""Robin"", ""Eric""), daughter(""Robin"", ""Marlene""), father(""Marlene"", ""Eric""), daughter(""Michael"", ""Marlene""), father(""Marlene"", ""Eric"").",,daughter-husband,[]
4140,"[Robin] and her mother [Karen] had a coffee date, and [Robin]'s sister [Kristen] showed up in the middle of it. [Kristen] and [Vernon] are siblings and best friends. They do everything together. Sometimes [Kristen] invites her mom, [Karen].","('Karen', 'Vernon')",son,"mother(""Robin"", ""Karen""). daughter(""Karen"", ""Robin""). sister(""Robin"", ""Kristen""). sister(""Kristen"", ""Robin""). mother(""Kristen"", ""Karen""). daughter(""Karen"", ""Kristen""). sibling(""Kristen"", ""Vernon""). sibling(""Vernon"", ""Kristen"").",,daughter-brother,[]
4152,"[Kristen] is married to Thomas and when she was 24, the couple welcomed [Patty] into the world. [Edward] drove his daughter [Patty] to school yesterday because she missed the bus. [Theresa] likes to make mini pies for her niece, [Patty]. [Edward]'s sister, [Theresa], was crying, so he told her a joke. She laughed, and felt better.","('Kristen', 'Theresa')",sister,"wife(""Thomas"", ""Kristen""). husband(""Kristen"", ""Thomas""). mother(""Patty"", ""Kristen""). father(""Patty"", ""Edward""). daughter(""Edward"", ""Patty""). niece(""Theresa"", ""Patty""). aunt(""Patty"", ""Theresa""). sister(""Edward"", ""Theresa""). brother(""Theresa"", ""Edward"").",,daughter-aunt,[]
4169,"[Margaret] and her sister [Constance] were going to the store to buy groceries. [Constance]'s mom, [Shirley], called [Constance] to ask her to buy a gallon of milk. [Kyle] always had some great adventure planned for his granddaughter [Margaret] when she came to visit. So, naturally, when [Shirley] told her daughter [Margaret] that they would be going to visit [Kyle] she could hardly contain herself.","('Shirley', 'Kyle')",father,"sister(""Margaret"", ""Constance""). sister(""Constance"", ""Margaret""). mother(""Constance"", ""Shirley""). daughter(""Shirley"", ""Constance""). granddaughter(""Margaret"", ""Kyle""). grandfather(""Kyle"", ""Margaret""). mother(""Margaret"", ""Shirley""). daughter(""Shirley"", ""Margaret"").",,daughter-grandfather,[]
4191,"[Theresa]'s mom, [Karen], has recently taken art classes. [Karen] decided to take her son [Eric] out to have Mexican food for Dinner. [Eric] enjoyed spending time with his mother. [Theresa] and her brother [Eric] went to the basketball game and had a great time. [Eric] is the proud father of the lovely [Carl]","('Carl', 'Karen')",grandmother,"mother(""Theresa"", ""Karen""). daughter(""Karen"", ""Theresa""). son(""Karen"", ""Eric""). mother(""Eric"", ""Karen""). brother(""Theresa"", ""Eric""). sister(""Eric"", ""Theresa""). father(""Eric"", ""Carl""). son(""Carl"", ""Eric"").",,father-mother,[]
4196,[Edward] fell in love with [Kristen] at first sight and soon after they wed. [Ronald] did n't get along very well with his sister [Sarah] for some reason. [Edward] took his son [Ronald] for boxing lessons. He felt the boy needed to toughen up. [Sarah] loves painting with her father. His name is [Edward].,"('Kristen', 'Sarah')",daughter,"spouse(""Edward"", ""Kristen""). spouse(""Kristen"", ""Edward""). brother(""Ronald"", ""Sarah""). sister(""Sarah"", ""Ronald""). son(""Edward"", ""Ronald""). father(""Ronald"", ""Edward""). daughter(""Edward"", ""Sarah""). father(""Sarah"", ""Edward"").",,husband-daughter,[]
4207,"[Kristen] took her son [Ronald] on a trip. They went to see [Kristen]'s mother, [Karen]. [Karen] made a pie for her daughter [Shirley]. [Shirley]'s sister [Kristen] really enjoyed it.","('Ronald', 'Karen')",grandmother,"son(""Kristen"", ""Ronald""). mother(""Kristen"", ""Karen""). daughter(""Karen"", ""Kristen""). daughter(""Karen"", ""Shirley""). mother(""Shirley"", ""Karen""). sister(""Shirley"", ""Kristen""). sister(""Kristen"", ""Shirley"").",,mother-mother,[]
4212,"[Edward] is the loving father of a beautiful girl named [Sarah]. [Dorothy] and her sister [Sarah] have never been close. Still, they love each other because they are family. [Edward] drove his daughter [Dorothy] to soccer practice. [Edward] and his sister [Robin] got their mother [Robin] a new computer for her birthday. She really liked it.","('Sarah', 'Robin')",aunt,"father(""Edward"", ""Sarah""). daughter(""Edward"", ""Sarah""). sister(""Dorothy"", ""Sarah""). sister(""Sarah"", ""Dorothy""). father(""Edward"", ""Dorothy""). daughter(""Edward"", ""Dorothy""). sister(""Edward"", ""Robin""). brother(""Robin"", ""Edward""). mother(""Edward"", ""Robin""). grandmother(""Robin"", ""Edward"").
 The last sentence seems to contain an error, as Robin can't be Edward's sister and mother at the same time.",,father-sister,
