id,story,query,target,f_comb
3901,"[Theresa] took her daughter, [Michelle], out to High Tea yesterday afternoon. [Theresa] dotes on her son [Eddie]. Because of this, [Eddie] is pretty spoiled. [Michelle] borrowed some money from her brother [Eddie]. [Amanda] called her mother [Theresa] to let her know she will be back home soon.","('Amanda', 'Eddie')",brother,mother-son
3902,"[Jeffery] and [Patty] were celebrating their third wedding anniversary, so [Patty]'s mother [Kristen] watched their pets while they were gone. [Patty] was playing hide-and-seek with her sister [Sarah]. [Sarah] called her mother [Kristen] to let her know she will be back home soon.","('Jeffery', 'Kristen')",mother-in-law,wife-mother
3903,"[Drew] took his brother [James] and his grandmother [Karen] on a long winter trip. [Karen] and her grandson [James] went to the zoo. [James] wanted to see the lions. [Kyle] and his wife [Karen] are newlyweds. They are on their honeymoon, having a wonderful time.","('Kyle', 'James')",grandson,wife-grandson
3904,"[Casey] and his brother, [Drew], were fighting over a toy. [James], [Drew]'s older brother, came by and took the toy, so neither of them were able to have it. [Kyle] took his grandson [James] to the zoo. [James]'s brother [Casey] went to the aquarium instead.","('Kyle', 'Casey')",grandson,grandson-brother
3905,"[Margaret] loves to spend the day with her brother, [Drew], when she is not spending it with her grandfather [Kyle]. [Kyle] and his grandson [Drew] play catch every weekend. [Kyle]'s wife [Karen] happily watches.","('Karen', 'Drew')",grandson,husband-grandson
3906,"[Henry] is supporting his daughters, [Christine] and [Verdie] while they are in school. [Michelle] waved good bye to her dad [Henry] for the day and went next door with her sister [Verdie].","('Christine', 'Verdie')",sister,father-daughter
3907,"[Karen] and her daughter [Robin] went shopping together last Monday and they bought new shoes for [Karen]'s kids. [Robin] picked up her daughter [Lisa] from school early. [Robin] and her brother, [Henry], were playing out in the street in front of their home. [Karen], [Henry]'s mother, called out to them to get on the sidewalk.","('Lisa', 'Karen')",grandmother,mother-mother
3908,[Vernon] made a sandwich for his son [Drew]. [Drew]'s brother [Casey] ate an apple instead. [Drew] is a sibling of [James]. [James] met his brother [Casey] for drinks after work.,"('Vernon', 'Casey')",son,son-brother
3909,"[Amanda], [Karen]'s granddaughter, had gotten into a fight with her sister, [Verdie]. [Theresa] wants to make a special meal for her daughter [Verdie]'s birthday. [Verdie]'s grandmother [Karen] baked cookies for her after she came home from school.","('Theresa', 'Karen')",mother,daughter-grandmother
3910,"[Kyle] took his granddaughter [Sarah] to the aquarium. She loved to pet the dolphins. [Kyle] knit a nice sweater for his granddaughter [Patty], but he did n't make anything for her brother [Ronald] because he hates [Ronald]. [Patty] was sewing a sweater for her sister [Sarah].","('Kyle', 'Ronald')",grandson,granddaughter-brother
3911,"[Shirley] took her son, [Casey], to go get baked goods from the local bakery. [Kyle] took his daughter, [Shirley], to the Cavaliers game on Saturday. [Casey] wanted to go to the bookstore with his grandfather, [Kyle], but [Casey]'s brother, [James], told him that [Kyle] wo n't be able to come today.","('Kyle', 'James')",grandson,grandson-brother
3912,[Karen] borrowed her son [Henry]'s phone. [Henry]'s daughter [Verdie] was not surprised about it. [Henry] is [Amanda]'s father. [Amanda] is taking a trip to see her sister [Verdie].,"('Karen', 'Verdie')",granddaughter,son-daughter
3913,"[Margaret] and [Drew] are siblings and best friends. They do everything together. Sometimes [Margaret] invites her mom, [Shirley]. [Drew] liked playing with his brother [James] more than anyone else. This made [Margaret] jealous of her brother [James].","('Shirley', 'Drew')",son,daughter-brother
3914,"[Vernon] loved his mother, [Karen], very much. [Henry] and his brother [Vernon] went to the movies. [Henry] wanted to see an action movie, but [Vernon] convinced him to go to a horror film instead. [Margaret] asked her father [Vernon] for some money to go out this weekend. [Henry]'s mother [Karen] wanted to surprise him for his birthday, so she baked him a cake.","('Margaret', 'Karen')",grandmother,father-mother
3915,"[Benny]'s mother, [Kristen], is glad that her father, [Kyle] is a part of her life. [Kristen] was mad at her brother [Vernon], because [Vernon] had called her fat. [Vernon] asked his father [Kyle] if he could borrow some money.","('Benny', 'Kyle')",grandfather,mother-father
3916,"[Eric] is frustrated teaching his son how to drive. His son is [Carl]. [Karen] took her daughter, [Robin], out for pizza. [Carl], [Robin]'s son, came too. [Robin] and her husband [Eric] had a quiet date-night at home last night.","('Karen', 'Carl')",grandson,daughter-son
3917,"[Theresa] could n't wait to get off the plane to see her mother, [Christine]. [Verdie] called her mother [Theresa] to let her know she will be back home soon. [Darnell]'s wife, [Christine], went to a gas station to check on the gas prices [Christine] was playing hide-and-seek with her sister [Verdie].","('Darnell', 'Theresa')",mother-in-law,wife-mother
3918,"[Edward] was helping his daughter [Patty] with her homework at home. Afterwards, [Patty] and her sister [Sarah] played Xbox together. [Sarah] is taking her grandfather [Kyle] shopping. [Edward] is [Sarah]'s father.","('Edward', 'Kyle')",father,daughter-grandfather
3919,[Dorothy]'s husband [Benny] got into an argument with his mother [Kristen] again. It always makes her uncomfortable. [Ronald] hit his brother [Benny] in the head. [Kristen] took her son [Ronald] to the park.,"('Dorothy', 'Kristen')",mother-in-law,husband-mother
3920,"[Serena] is [Karen]'s Grandaughter, and [Karen] is married to someone named [Kyle]. [Karen] babysat her granddaughter, [Marlene], over the weekend. [Marlene] is getting married. She is looking forward to her sister, [Serena], attending. They have n't seen each other since [Serena] relocated to California with her husband 3 years ago.","('Kyle', 'Serena')",granddaughter,wife-granddaughter
3921,"[Vernon] asked his sister [Kristen] if she could watch his son [Casey] for a few hours while he went to the doctor. [Shirley] took her son [Casey] to the park for the afternoon. [Casey]'s aunt, [Kristen], asked [Casey] to mow the lawn for her. [Casey] said he could n't because he had a bad back.","('Shirley', 'Kristen')",sister,son-aunt
3922,"[Casey] was so excited to give his mother, [Shirley], a really nice card for Mother's Day. He loves her very much. [Vernon] went on a roadtrip with his youngest child, [Casey]. [Casey] bought his sister [Margaret] a video game for her birthday. She said it was her favorite game and gave him a big hug. [Shirley] and her daughter [Margaret] are entering the competition together.","('Vernon', 'Margaret')",daughter,son-sister
3923,"[Henry]'s daughter, [Amanda], was born to both him and his wife, [Theresa], a few days ago. [Christine] and her sister [Amanda] went out to eat with [Christine]'s father, [Henry].","('Theresa', 'Amanda')",daughter,husband-daughter
3924,"[Christine] loves to go hunting with her uncle [Edward]. He is teaching her all the tricks. [Christine]'s father, [Henry], took her to school this morning. [Edward] is the great brother of [Henry]. [Robin] borrowed some money from her brother [Henry].","('Robin', 'Edward')",brother,brother-brother
3925,"[Henry] is one of [Shirley]'s brothers. They have lots of fun together. [Robin] took her son [Carl] to the park for the afternoon. [Robin] and her sister [Henry] went to the ice cream shop. [Robin] called [Shirley], her sister, to see if she wanted to go out to eat.","('Shirley', 'Carl')",nephew,sister-son
3926,"[Sarah] loved played dolls with her grandmother, [Karen]. [Sarah] needed to go to the store. [Sarah] asked her sister [Patty] for a ride. [Kristen]'s mom, [Patty] got ready for the party. [Sarah] adores her daughter [Kristen]. [Kristen] loves her very much, too.","('Patty', 'Karen')",grandmother,sister-grandmother
3927,[Benny] made his moth [Kristen] a mother's day gift at school. [Theresa] is a woman with a sister named [Kristen]. [Kristen] has a sister named [Theresa] and a brother named [Vernon].,"('Benny', 'Theresa')",aunt,mother-sister
3928,"[Theresa] and her daughter [Michelle] went to church. They were both very religious. [Amanda] is looking for a good gift for her sister [Michelle]. [Amanda] was excited for today, its her daughter's, [Theresa], spring break. She will finally get to see her. [Michelle] and [John] have been happily married for seven years, and are looking forward to another seventy together.","('Theresa', 'John')",son-in-law,daughter-husband
3929,"[Vernon] 'son [Drew] could not believe that his father bought him a coffee machine for his birthday. [Vernon] is a man with a wife named [Shirley]. [Shirley] took her son [Drew] to the animal shelter to adopt a cat. [Drew]'s grandmother, [Karen], was invited but could not make it because she had the flu.","('Shirley', 'Karen')",mother,son-grandmother
3930,"[Karen]'s husband, [Kyle], works with his granddaughter [Patty]. [Patty] went to visit her grandmother, [Karen]. [Patty]'s sister [Sarah], did n't go with her.","('Karen', 'Sarah')",granddaughter,granddaughter-sister
3931,"[Robin] is married to Thomas and when she was 24, the couple welcomed [Marlene] into the world. [Edward] and his sister [Robin] got their mother [Robin] a new computer for her birthday. She really liked it. After leaving his mom [Robin]'s house [Carl] called his sister [Marlene].","('Edward', 'Marlene')",niece,sister-daughter
3932,"[Kyle] went to the baseball game with his son [Edward] [Henry]'s father, [Kyle], bought him some ice cream. [Shirley] was having a hard time with her math homework, so she went to her brother [Edward] for help. [Edward] did n't seem to know either, so [Shirley] went to her father [Kyle], as she was sure he could help.","('Henry', 'Edward')",brother,father-son
3933,"[Casey] was sad to learn that his sister [Margaret] was not going to make it to dinner like they had planned. [Kyle] took his granddaughter [Margaret] to the movies yesterday and they got popcorn and candy before the movie starated. [Casey] and his brother [Drew] love swimming in the lake by there house. [Drew], however, hates when his mom makes him bring his sister [Margaret] along.","('Casey', 'Kyle')",grandfather,sister-grandfather
3934,[Vernon] and his brother [Eric] went to the arcade. They had a wonderful time. [Edward] and his brother [Eric] were playing tag in the park. [Vernon] and his brother [Edward] watch [Vernon]'s daughter [Margaret] in her school play.,"('Edward', 'Margaret')",niece,brother-daughter
3935,"[Ronald] and his father, [Edward], went to the garden shop. [Edward] planned to by his mother, [Karen], some new bedding plants. [Karen] is the grandmother of [Ronald] and his sister is [Sarah].","('Sarah', 'Karen')",grandmother,brother-grandmother
3936,"[Karen] took her daughter, [Theresa], out to High Tea yesterday afternoon. [Karen] has a son named [Vernon]. [Edward] asked his mother [Karen] to read to him. [Karen] was too busy. [Theresa] went on a vacation with her brother [Vernon].","('Edward', 'Vernon')",brother,mother-son
3937,[Robin] almost forgot to pick up her son [Carl] from school. She quickly strapped her daughter [Marlene] in her booster seat and rushed to go get him. [Carl] called his sister [Marlene] to find out if she wanted to go to the movies with him and his other sister [Lisa]. She was excited to join the two of them and they agreed to meet at 5pm.,"('Lisa', 'Marlene')",sister,brother-sister
3938,"[Benny] and his sister [Patty] were painting her house. [Benny]'s grandfather, [Kyle], came over to help. [Kristen] went to the park with her son [Benny] and after the park they went to visit [Kyle] who is [Kristen] father.","('Kyle', 'Patty')",granddaughter,grandson-sister
3939,"[Edward] took his brother [Vernon] to get lunch at a local diner. [Karen] took her granddaughter [Patty] to the mall. [Patty]'s dad [Edward] was happy to have the house to himself. [Edward] wanted to buy his mother, [Karen], a birthday present. But he did n't know what to get her.","('Vernon', 'Karen')",mother,brother-mother
3940,"[Robin]'s sister [Theresa] painted a picture for [Robin]'s mother, [Karen]. [Karen] took her daughter, [Theresa], out to High Tea yesterday afternoon. [Edward]'s mother, [Karen], was calling him for dinner.","('Edward', 'Theresa')",sister,mother-daughter
3941,"[Vernon] has a great father relationship with the beautiful [Margaret]. [Casey] likes to go fishing with his sister. Her name is [Margaret]. [Casey]'s father [Vernon] gave his wife, [Stacy], a gift card to her favorite restaurant for her birthday.","('Stacy', 'Vernon')",father-in-law,husband-father
3942,"[Theresa] took her daughter [Amanda] to school during the cold winter morning. [Vernon] is a very hot guy, but his sister [Theresa] is even more attractive. [Michelle] and her sister [Amanda] played golf together. [Michelle] won easily. [Theresa] took her daughter [Michelle] to school during the cold winter morning.","('Amanda', 'Vernon')",uncle,mother-brother
3943,"[Margaret] and her father [Vernon] went for a hike in the mountains. [Kyle] is a man with a son named [Vernon]. [James] and [Margaret] are brother and sister, but they do not both like [James]'s father [Vernon].","('Margaret', 'Kyle')",grandfather,father-father
3944,[Vernon] is a man with a brother named [Eric]. [Vernon] always go on Saturday to his brother 's house [Edward]. This Saturday [Vernon] took his son [Casey] with him. [Edward] and his brother [Eric] went to the arcade. They had a wonderful time.,"('Casey', 'Edward')",uncle,father-brother
3945,"[Vernon] and his sister [Robin] threw a surprise pizza party for [Vernon]'s son, [James]. [James] was ratted out by his sister [Margaret] when he snuck out of the house, so [James] decided to hide [Margaret]'s purse. [Margaret] 'father, [Vernon], recently went back to school.","('James', 'Robin')",aunt,father-sister
3946,"[Theresa]'s daughter, [Michelle], asked her mom to read her a story. [Theresa] noticed her daughter [Verdie] was n't feeling well. [Verdie]'s sister, [Michelle], went to get medicine. [Shirley] is teaching her niece, [Michelle] how to bake a homemade apple pie.","('Theresa', 'Shirley')",sister,daughter-aunt
3947,"[Dorothy] and [Benny] [Benny] and his father [Edward] went to the golf course in town on Saturday and had a great time. [Sarah] does n't like having to babysit her younger brother, [Benny]. [Edward] loves his daughter [Sarah].","('Edward', 'Dorothy')",daughter-in-law,son-wife
3948,"[Shirley] was trying to get the attention of her husband [Vernon]. [Vernon] was busy talking to his son [James] and did n't hear her, however. [Vernon] was proud of his son, [Casey]. [Casey] has always felt ignored in his big family. His brother [James] always got all the attention of their parents, who recounted his every accomplishment to all the household.","('Shirley', 'James')",son,husband-son
3949,"[Shirley] kissed her husband [Vernon]. He had made her the happiest woman in the world. [James] and his uncle [Edward] are two of the best poker players in town. [James] asked his son, [Vernon], to help paint his house. [Shirley] read her son [James] a bedtime story every night.","('Shirley', 'Edward')",brother,son-uncle
3950,"[Carl] is in the sixth grade. He looks up to his sister [Serena], who is in the seventh. [Kyle] took his grandson [Carl] to the waterpark for the first time ever. He had a great time. [Kyle] gave his granddaughter [Serena] some money for Christmas. [Kyle] threw an anniversary party for his wife, [Karen].","('Karen', 'Serena')",granddaughter,husband-granddaughter
3951,"[Theresa] noticed her daughter [Michelle] was n't feeling well. [Michelle]'s sister, [Amanda], went to get medicine. [Edward] went his brother to pick up his brother's daughter [Amanda] from a birthday party. [Theresa] took her daughter, [Amanda], out to High Tea yesterday afternoon.","('Theresa', 'Edward')",brother,daughter-uncle
3952,"[Robin]'s son, [Carl], went with her to the store to buy candy for Halloween. [Serena] went with her brother [Carl] to the mall to buy some new candles. [Eric] has been with [Robin] for 10 years. [Robin] has been married for two years. [Serena] and her mother [Robin] attended a play at the theater.","('Eric', 'Serena')",daughter,wife-daughter
3953,"[Benny]'s mom [Kristen] made a special tea for her husband, [Edward]. [Kristen]'s daugher, [Patty], went swimming in the pool. Her older brother, [Benny], stood nearby and kept an eye on her.","('Edward', 'Benny')",son,wife-son
3954,"[Kyle] and his son [Vernon] went to the store to by bread. [Kyle] fell in love with [Karen] at first sight and soon after they wed. [Casey]'s dad, [Vernon], recently took his mom, [Karen] into the nursing home.","('Karen', 'Casey')",grandson,son-son
3955,"[Casey] and his mother [Shirley] are very close. They spend as much time together as they can. [Shirley]'s son, [James], went with her to the store to buy candy for Halloween. [Vernon] is the proud father of the lovely [James] [James] and his brother [Casey] fight a lot. Despite this, they still love each other very much.","('Casey', 'Vernon')",father,brother-father
3956,[Shirley] borrowed some money from her brother [Henry]. [Kristen] took her sister [Shirley] and brother [Henry] with her to shop for her wedding dress. [Eric] and his sister [Shirley] were hoping for a snow day.,"('Eric', 'Henry')",brother,sister-brother
3957,[Robin] takes her daughter [Marlene] to the movies for her birthday. [Marlene]'s sister [Lisa] ca n't come too since she has to work. [Lisa] is always around her brother [Carl]. [Marlene] is a sister of [Carl].,"('Lisa', 'Robin')",mother,sister-mother
3958,"[Kristen] is ready to dye Easter eggs with [Patty]! [Patty] was talking about food with her sister [Sarah]. [Edward] taught his daughter, [Sarah], how to ride a bike. [Sarah] and her mother [Kristen] went dress shopping on Saturday.","('Patty', 'Edward')",father,sister-father
3959,"[Casey] was having a cookout one day, and invited his sister [Margaret]. [Margaret]'s brother [Drew] drove them to the cookout. [Drew] went to the store with his brother, [Casey]. [Casey] and his grandfather, [Kyle], went to the zoo, and had a great time together.","('Drew', 'Kyle')",grandfather,brother-grandfather
3960,"[Kristen] does n't like having to babysit her younger brother, [Vernon]. [Vernon]'s son [James] is in the hospital. [James]'s brother [Casey] accidentally hit him with a hammer. [Casey] bought a book for his father [Vernon].","('Kristen', 'Casey')",nephew,brother-son
3961,"[Robin] likes to cut the hair of her daughter [Serena]. [Serena]'s sister [Lisa] went to beauty school and taught them all how to cut hair expertly. [Eric]'s daughter, [Serena], was born to both him and his wife, [Robin], a few days ago.","('Robin', 'Lisa')",daughter,daughter-sister
3962,"[Christine] and her sister [Amanda] braided each other's hair before school. [Verdie] went to the store with her sister [Amanda]. Later that day, [Verdie] had tea with her sister [Michelle]. [Amanda] is a woman with a sister named [Michelle].","('Michelle', 'Christine')",sister,sister-sister
3963,"[John] cooked dinner for his wife [Michelle] [Michelle] and her father, [Henry], had an argument over the weekend. However, they made up by Monday. [Christine]'s sister [Michelle] helped her pick out a Father's Day gift for her father, [Henry].","('John', 'Henry')",father-in-law,wife-father
3964,[Benny] went golfing with his grandfather [Kyle] and his mother [Kristen]. [Benny] enjoys talking to his sister. Her name is [Patty]. [Kyle] has a lovely granddaughter. [Patty] is the name of his granddaughter.,"('Kristen', 'Kyle')",father,son-grandfather
3965,"[Kristen] wants to make a special meal for her daughter [Sarah]'s birthday. [Henry] asked his father [Kyle] if he could have a video game and he said okay. [Kristen] is one of my favorite students. She is the younger sister of [Henry], who I taught last year, [Kyle] is coaching his daughter [Kristen]'s softball team this summer.","('Kyle', 'Sarah')",granddaughter,daughter-daughter
3966,[Kyle] is happily married to his wife. Her name is [Karen]. [Kyle] loves taking his daughter's son to baseball games. His name is [Carl]. [Kyle] took his granddaughter [Marlene] to the park on Saturday. [Marlene]'s brother [Carl] was busy playing football.,"('Karen', 'Carl')",grandson,husband-grandson
3967,"[Kyle] ate dinner with his wife [Karen]. [Karen] and her grandson, [Carl], went to a museum. [Karen] loved it, but [Carl] was bored. [Carl] and his sister [Marlene] went to brunch today at the new diner. [Marlene] missed her grandmother [Karen] when [Karen] went away on a cruise vacation.","('Kyle', 'Carl')",grandson,wife-grandson
3968,[Kristen] and her daughter [Patty] went out for ice cream. [Kristen] got a cone and [Patty] got a sundae. [Ronald] and his sister [Patty] went to brunch today at the new diner. [Edward] took his daughter [Patty] and son [Ronald] to the beach.,"('Kristen', 'Ronald')",son,daughter-brother
3969,"[Eddie]'s wife, [Verdie], spent the evening with her mom, [Theresa]. [Theresa] takes her daughter [Michelle] to the movies for her birthday. [Michelle]'s sister [Verdie] ca n't come too since she has to work.","('Eddie', 'Theresa')",mother-in-law,wife-mother
3970,"[Henry] was so excited to introduce his new girlfriend to his mother, [Karen]. [Kyle] wanted to spend his day off at a museum, so his wife [Karen] did some research on the best museums nearby. [Kyle] went to pick up his son [Henry] from the baseball practice. [Vernon] and [Henry] are brothers who look nothing alike.","('Karen', 'Vernon')",son,son-brother
3971,"[Casey] asked his father, [Vernon], if he could take him to school. [Vernon] was busy, but his sister [Robin] had time, so she took him instead. [James] asked his father [Vernon] if he could borrow some money. [James] likes to watch boxing with his brother. His name is [Casey].","('Casey', 'Robin')",aunt,father-sister
3972,"[Vernon] is in the same grade as his sister [Theresa], but his sister [Kristen] is 2 years ahead of him. [Vernon] and his brother [Henry] love swimming in the lake by there house. [Henry], however, hates when his mom makes him bring his sister [Kristen] along.","('Theresa', 'Kristen')",sister,brother-sister
3973,"[Theresa] and her husband [Henry] celebrated their anniversary last night. They went out to a nice restaurant to celebrate. [Amanda] asked her father [Henry] if she could spend the night with a friend and he said okay. [Henry] asked his daughter, [Michelle], where her sister [Amanda] was. Emille said she did n't know.","('Theresa', 'Amanda')",daughter,husband-daughter
3974,"[Serena] is a woman with a sister named [Marlene]. [Robin] took her daughter, [Serena], to lunch. [Karen] took her granddaughter [Serena] shopping. [Karen] was so proud of her daughter [Robin] for getting straight A's this semester.","('Marlene', 'Karen')",grandmother,sister-grandmother
3975,"[Karen]'s grandson [James] loves her grandmother [Karen] [Kyle] is proud to be married to his loving wife [Karen]. [Drew] loves his grandmother, [Karen], and sends her flowers every day. [James] is [Drew]'s brother and they are best friends.","('Kyle', 'James')",grandson,wife-grandson
3976,"[Serena] and her sister [Lisa] are the only children in their family. [Eric] asked his daughter [Marlene] for a ride to the Airport. [Marlene] did n't want to go alone so she asked her sister [Serena] to go with her. [Serena] just recently met her father, [Eric]. They both love to fish and hunt.","('Lisa', 'Eric')",father,sister-father
3977,"[Kristen]'s son, [Benny], was busy with school activities and forgot to meet his sister. [Ronald] went golfing with his grandfather [Kyle] and his mother [Kristen]. [Benny] always looked up to his brother [Ronald].","('Kristen', 'Kyle')",father,son-grandfather
3978,"[Benny] liked to play games with his sister, [Sarah]. [Benny] took his sister [Patty] out to dinner for her birthday. [Sarah] needed to go to the store. [Sarah] asked her sister [Patty] for a ride. [Edward] likes to take his daughter [Patty] fishing.","('Edward', 'Sarah')",daughter,daughter-sister
3979,"[Marlene] is looking for a good gift for her sister [Lisa]. [Lisa] and her sister [Serena] are the only children in their family. [Serena] is taking a trip to see her sister [Marlene]. [Carl] liked to play games with his sister, [Serena].","('Carl', 'Lisa')",sister,sister-sister
3980,"[Verdie]'s uncle [Edward] was looking forward to visiting for the summer. [Theresa] called her brother, [Edward], up to see how he was doing after surgery. [Theresa] and her daughter [Verdie] went to church. They were both very religious. [Darnell] gave his mother [Theresa] flowers on her birthday.","('Darnell', 'Edward')",uncle,mother-brother
3981,[Lisa] borrowed some money from her brother [Carl]. [Karen] takes her granddaughter [Lisa] to the zoo. [Marlene] went to the movies with her brother [Carl] and her sister [Lisa].,"('Karen', 'Carl')",grandson,granddaughter-brother
3982,"[Casey] and his brother [Drew], have different opinions about [James]. [Drew] says he's to be avoided, but [Casey] says he will stick by his brother no matter what. [Drew] was tired of hearing his grandfather, [Kyle], ramble on and so he asked his brother, [James], to create an excuse for him to leave the dinner table.","('James', 'Kyle')",grandfather,brother-grandfather
3983,"[Carl] was playing golf with his uncle [Vernon]. [Robin]'s son, [Carl], recently started a pawn shop. [Eric] was so proud that his son [Carl] won the science fair! [Eric] was excited to surprise his wife [Robin] with tickets to her favorite musician's concert.","('Robin', 'Vernon')",brother,son-uncle
3984,"[Kristen] read her son [Ronald] a bedtime story every night. [Kristen] took her daughter [Sarah] to the movies. [Sarah]'s brother [Ronald] was glad because he had the house all to himself finally. [Ronald]'s aunt, [Shirley], asked [Ronald] to mow the lawn for her. [Ronald] said he could n't because he had a bad back.","('Kristen', 'Shirley')",sister,son-aunt
3985,"[Darnell] and his sister [Verdie] went to the park. [Verdie] looks up to her father, [Henry]. [Darnell] and his father [Henry] played video games all day last Saturday. [Christine] and her husband [Darnell] were having trouble with their marriage. They saw a marriage counselor and were able to patch things up.","('Christine', 'Henry')",father-in-law,husband-father
3986,[Vernon] played catch with his son [Drew]. [Vernon]'s other son [James] does n't play baseball. [Drew] went skiing with his brother [James]. [James]'s sister [Margaret] watched from the ski lodge.,"('Margaret', 'Drew')",brother,brother-brother
3987,"[Marlene] and her sister [Serena] went to the movies Saturday. [Marlene] called her grandmother [Karen] after they got home and told her about it. [Kyle] took his wife, [Karen], to the circus. [Karen] invited her granddaughter, [Serena], along.","('Kyle', 'Serena')",granddaughter,wife-granddaughter
3988,"[Kyle] and his granddaughter [Verdie] like to play putt putt golf together. [Amanda] and her sister [Verdie] played golf together. [Amanda] won easily. [Kyle] taught his granddaughter, [Amanda], how to fish. [Theresa] and her daughter [Verdie] went out for ice cream. [Theresa] got a cone and [Verdie] got a sundae.","('Theresa', 'Kyle')",father,daughter-grandfather
3989,"[Vernon] was proud of his son, [James]. [Vernon] is proud of his son. His name is [Drew]. [Drew] and his brother [Casey] are fighting again. [Vernon] is taking his son [Casey] on a camping trip for the weekend.","('Casey', 'James')",brother,father-son
3990,"[Shirley] went to the arcade with her niece, [Sarah]. They had lots of fun playing together. [Edward] was proud to attend [Sarah]'s graduation. He was very proud to have raised her into a successful young adult. [Sarah] and her mother [Kristen] went to volunteer at the homeless shelter last weekend. [Edward] bought an expensive ring for his wife [Kristen].","('Edward', 'Shirley')",sister,daughter-aunt
3991,[Kyle] wants to take his son [Henry] shopping. [Darnell] is looking forward to his special dinner with his dad [Henry]. [Henry] loves watching movies with his daughter. Her name is [Michelle]. [Darnell] has a brother who is younger than him. The brother has a sister whose name is [Michelle].,"('Darnell', 'Kyle')",grandfather,father-father
3992,"[James] and his brother [Drew] went to see a baseball game on Friday and had a great time. [Kyle] took his grandson [Drew] to the lake so they could feed the ducks. [Kyle] took his grandson [James] out for ice-cream. [Kyle] threw an anniversary party for his wife, [Karen].","('Karen', 'James')",grandson,husband-grandson
3993,[Edward] is one of [Shirley]'s brothers. They have lots of fun together. [Edward] enjoys the company of his sibling [Theresa]. [Kyle] and his son [Edward] went to the store to by bread. [Kyle] likes to take his daughter [Shirley] fishing.,"('Kyle', 'Theresa')",daughter,son-sister
3994,"[Vernon], [Serena]'s uncle, recently got into fishing. [Eric] took his son [Carl] for boxing lessons. He felt the boy needed to toughen up. [Carl]'s sister, [Serena], was so happy to have him home. He was home from college. [Eric] and his daughter, [Serena] go to concerts every week.","('Eric', 'Vernon')",brother,daughter-uncle
3995,[Shirley] decided to take a walk with her son [James] after dinner. [James]'s brother [Casey] did n't feel like walking so he stayed at home. [Stacy] apologized to her father in law Rod for the accident. Rod's son [Casey] had backed into his car in the driveway when he was attempting to pull out. [Casey] was adopted kid. He discovered last week that [Shirley] is his mother.,"('Stacy', 'Shirley')",mother-in-law,husband-mother
3996,"[Kyle] took his son [Vernon] fishing. [Kyle] and [Vernon] stopped to give [Vernon]'s sister, [Robin], some fish. [Kyle] proudly walked his daughter [Robin] down the aisle at her wedding. [Lisa]'s mom, [Robin], has recently taken art classes.","('Lisa', 'Kyle')",grandfather,mother-father
3997,"[Vernon]'s son, [James], had been misbehaving, so [Vernon] had to spank him. [James] took his sister [Margaret] to the movies with him to see the new Star Wars film. [Kristen] asked her brother, [Vernon], why he was upset. [Vernon] told her his daughter, [Margaret], was very ill.","('Kristen', 'Margaret')",niece,brother-daughter
3998,"[Lisa] is a woman with a sister named [Serena]. [Marlene] likes to stay with her grandfather [Kyle] during the summer because he has a pool in his back yard. [Marlene]'s sister, [Serena], recently started acting. [Marlene] and her sister [Lisa] were fighting. They never fight long though, and they made up the next day.","('Serena', 'Kyle')",grandfather,sister-grandfather
3999,[Margaret] and [James] had a picnic at the park. They had sandwiches and salad. [Karen] combed her grandson [James]'s hair. She wanted him to look good for his first day of school. [Vernon] took his son [James] to baseball practice. [Vernon]'s daughter [Margaret] was busy at soccer practice.,"('Karen', 'Margaret')",granddaughter,grandson-sister
4000,"[Shirley] drove her son [Drew] to his soccer game. [Edward]'s sister, [Shirley], was so happy to have him home. He was home from college. [Kyle] was so proud of his daughter, [Shirley], graduating at the top of her class. [Kyle] was delighted to watch his son [Edward] steal third base in the Championship baseball game.","('Kyle', 'Drew')",grandson,daughter-son
4001,[Robin] took her younger sister [Kristen] to the carnival last weekend. [Kristen] took her son [Ronald] to the football game. [Ronald]'s father has a sister named [Robin]. [Robin] and her brother [Vernon] were having a wonderful time at Disneyland.,"('Kristen', 'Vernon')",brother,sister-brother
4002,"[Sarah] needed to ask her father [Edward] for a loan. [Patty]'s sister [Sarah] was going to be visiting, and [Patty] wanted to be able to take her somewhere special. With little money to spare, [Patty] went to her father [Edward] to ask for money to take [Sarah] out. [Edward]'s mother [Karen] baked brownies for dessert after they had dinner.","('Sarah', 'Karen')",grandmother,father-mother
4003,"[Karen] is married to Thomas and when she was 24, the couple welcomed [Robin] into the world. [Eric] and his wife, [Robin] just got married in Las Vegas last month. [Eric] is [Marlene]'s father. [Robin] told her daughter [Marlene] to wash up. Dinner was ready.","('Karen', 'Marlene')",granddaughter,daughter-daughter
4004,"[Theresa]'s daughter [Michelle] and brother [Eric] went to the shooting range today. [Henry] threw an anniversary party for his wife, [Theresa]. [Henry] likes to take his daughter [Michelle] fishing.","('Eric', 'Michelle')",niece,sister-daughter
4005,"[Lisa] asked her father [Eric] if she could spend the night at her friend's house. [Marlene] asked her father [Eric] if she could spend the night with a friend and he said okay. [Eric] told his daughter, [Serena], to clean her room. [Serena] complained to her sister, [Marlene], about having to clean her room.","('Lisa', 'Marlene')",sister,father-daughter
