id,story,query,target,parse,gender,f_comb
3669,"[James] called his brother [Andrew] on Friday because it was his birthday. [Vernon] has a son named [Andrew] that looks exactly like him. [James] and his wife [Constance] made fresh bread for lunch. [Vernon], [James]'s father, came over and brought salad to share.","('Constance', 'Vernon')",father-in-law,"brother(""James"", ""Andrew""). son(""Vernon"", ""Andrew""). father(""Andrew"", ""Vernon""). wife(""James"", ""Constance""). husband(""Constance"", ""James""). father(""James"", ""Vernon""). son(""Vernon"", ""James"").",,husband-father
3674,"[Edward] went to pick up his son [Benny] from the baseball practice. [Shirley] was the first to congratulate her brother, [Edward], on the new job. [Edward]'s daughter, [Dionne], made a cupcake for him to celebrate. [Dionne]'s brother [Benny] and her went to get ice cream.","('Shirley', 'Dionne')",niece,"son(""Edward"", ""Benny""). father(""Benny"", ""Edward""). brother(""Shirley"", ""Edward""). sister(""Edward"", ""Shirley""). daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward""). brother(""Dionne"", ""Benny""). sister(""Benny"", ""Dionne"").",,brother-daughter
3676,[Kristen]'s daughter Paula went to law school. Paula's brother [Jeffery] ended up working in a fast food restaurant. [Benny] called his brother [Jeffery] on the phone. He wanted to go out for some beers. [Kristen] visited her son [Benny] at college. [Eric] bought ice cream for [Benny]'s birthday.,"('Kristen', 'Eric')",brother,"daughter(""Kristen"", ""Paula""). mother(""Paula"", ""Kristen""). brother(""Paula"", ""Jeffery""). sister(""Jeffery"", ""Paula""). brother(""Benny"", ""Jeffery""). brother(""Jeffery"", ""Benny""). son(""Kristen"", ""Benny""). mother(""Benny"", ""Kristen""). father(""Benny"", ""Eric"").",,son-uncle
3682,"[Lonnie]'s mother, [Kristen], just got her citizenship. [Kristen] was sad she would n't be able to spend Christmas with her daughter, [Dionne]. [Dionne] had to stay home to care for her brother, [Lonnie]. [Lonnie]'s son is sick today so his mother, [Sarah], will stay home with him.","('Sarah', 'Kristen')",mother-in-law,"mother(""Lonnie"", ""Kristen""). son(""Kristen"", ""Lonnie""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). brother(""Dionne"", ""Lonnie""). sister(""Lonnie"", ""Dionne""). son(""Lonnie"", ""unknown""). father(""unknown"", ""Lonnie""). mother(""unknown"", ""Sarah""). wife(""Lonnie"", ""Sarah"").",,husband-mother
3688,"[Robin] loves her daughter [Marlene]. [Marlene], however. does n't get along with her sister [Barbara]. [Robin] loved to play dress-up with her daughter [Barbara]. [Barbara] adores her son Micheal. Micheal's father [Carl] is a great dad.","('Robin', 'Carl')",son-in-law,"daughter(""Robin"", ""Marlene""). mother(""Marlene"", ""Robin""). sister(""Marlene"", ""Barbara""). daughter(""Robin"", ""Barbara""). mother(""Barbara"", ""Robin""). son(""Barbara"", ""Micheal""). mother(""Micheal"", ""Barbara""). father(""Micheal"", ""Carl""). son(""Carl"", ""Micheal"").",,daughter-husband
3690,"[Andrew] asked his father [Vernon] if he could have a video game and he said okay. [Stacy] does n't always get along with her brother [Andrew]. Sometimes they fight like siblings do. [Vernon] has a daughter named [Stacy] who visits him every Sunday for dinner. [Karen] went to visit her grandmother, [Stacy], in the retirement home.","('Vernon', 'Karen')",mother,"son(""Vernon"", ""Andrew""). father(""Andrew"", ""Vernon""). brother(""Stacy"", ""Andrew""). sister(""Andrew"", ""Stacy""). daughter(""Vernon"", ""Stacy""). father(""Stacy"", ""Vernon""). grandmother(""Karen"", ""Stacy""). granddaughter(""Stacy"", ""Karen"").",,daughter-grandmother
3695,"[Robin]'s daughter, [Serena], asked her mom to read her a story. [Serena] and her sister [Barbara] were fighting. They never fight long though, and they made up the next day. [Henry] always enjoyed playing with his sister, [Robin], when they were growing up. [Robin] loved to play dress-up with her daughter [Barbara].","('Henry', 'Serena')",niece,"daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin""). sister(""Serena"", ""Barbara""). sister(""Barbara"", ""Serena""). sister(""Henry"", ""Robin""). brother(""Robin"", ""Henry""). daughter(""Robin"", ""Barbara""). mother(""Barbara"", ""Robin"").",,sister-daughter
3698,"[Lisa]'s mother [Robin] took her to school Monday. [Lisa]'s sister [Barbara] took the bus to school. [Carl] and his wife, [Barbara], were eating dinner. [Robin], [Barbara]'s mother, had prepared them a delicious meal.","('Carl', 'Robin')",mother-in-law,"mother(""Lisa"", ""Robin""). sister(""Lisa"", ""Barbara""). wife(""Carl"", ""Barbara""). husband(""Barbara"", ""Carl""). mother(""Barbara"", ""Robin"").",,wife-mother
3723,"[Shirley] took her son [Drew] shopping for new school clothes. They had a good time. [Raquel] fixed her husband [Drew] spaghetti and a salad for dinner for his birthday because it is his favorite food. [Drew] got a gift for his brother calvin. [James]'s mother, [Shirley], did n't like the gift and took it away from him.","('Raquel', 'Shirley')",mother-in-law,"son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). husband(""Raquel"", ""Drew""). wife(""Drew"", ""Raquel""). brother(""Drew"", ""Calvin""). brother(""Calvin"", ""Drew""). son(""Shirley"", ""James""). mother(""James"", ""Shirley"").",,husband-mother
3725,"[Eddie] made dinner reservations for his sister [Amanda]. [Amanda] loves spending time with her father. His name is [Henry]. [Verdie] went to dinner with her husband [Eddie]. [Henry] went hunting with his son, [Eddie].","('Verdie', 'Henry')",father-in-law,"sister(""Eddie"", ""Amanda""). father(""Amanda"", ""Henry""). husband(""Verdie"", ""Eddie""). wife(""Eddie"", ""Verdie""). son(""Henry"", ""Eddie""). father(""Eddie"", ""Henry"").",,husband-father
3733,"[Kristen] noticed her daughter [Dionne] was n't feeling well. [Dionne]'s sister, [Patty], went to get medicine. [Patty] was excited for today, its her daughter's, [Kristen], spring break. She will finally get to see her. [Patty] has been married to her husband [Jeffery] for 50 years, and they rarely had any arguments.","('Kristen', 'Jeffery')",son-in-law,"daughter(""Kristen"", ""Dionne""), mother(""Dionne"", ""Kristen""), sister(""Dionne"", ""Patty""), daughter(""Patty"", ""Kristen""), mother(""Kristen"", ""Patty""), husband(""Patty"", ""Jeffery""), wife(""Jeffery"", ""Patty"").",,daughter-husband
3735,"[Eddie] and his sister [Amanda] went out for coffee. [Amanda] asked her brother [John] if he wanted them to bring him anything back, but he said no. [Eddie] and his brother [John] went to the boxing match. [Christine] was upset her brother [Eddie] did n't invite her.","('Christine', 'John')",brother,"sister(""Eddie"", ""Amanda""). brother(""Amanda"", ""Eddie""). brother(""Amanda"", ""John""). sister(""John"", ""Amanda"") brother(""Eddie"", ""John""). sister(""John"", ""Eddie""). brother(""Christine"", ""Eddie""). sister(""Eddie"", ""Christine"").",,brother-brother
3737,[Karen] reprimanded her son [Vernon] for biting his sister [Theresa]. [Kyle] 'wife [Karen] went with him to a cruise. [Karen]'s daughter [Theresa] stayed home and studied.,"('Kyle', 'Theresa')",daughter,"son(""Karen"", ""Vernon""). mother(""Vernon"", ""Karen""). sister(""Vernon"", ""Theresa""). brother(""Theresa"", ""Vernon""). wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle"") daughter(""Karen"", ""Theresa""). mother(""Theresa"", ""Karen"").",,wife-daughter
3739,"[Henry] is coaching his daughter [Amanda]'s softball team this summer. [Christine] is taking a trip to see her sister [Amanda]. [Christine] asked her father [Henry] if she could spend the night at her friend's house. [Eddie] liked to play games with his sister, [Christine].","('Eddie', 'Amanda')",sister,"father(""Amanda"", ""Henry""), daughter(""Henry"", ""Amanda""), sister(""Christine"", ""Amanda""), sister(""Amanda"", ""Christine""), father(""Christine"", ""Henry""), daughter(""Henry,"" ""Christine""), sister(""Eddie"", ""Christine""), brother(""Christine"", ""Eddie"").",,sister-sister
3755,"[Stacy] is a woman with a sister named [Margaret]. [Margaret] and her mother [Shirley] went dress shopping on Saturday. i am looking forward, visiting with my aunt [Kristen], i really hope [Stacy] is their as well! [Stacy] was excited for today, its her daughter's, [Shirley], spring break. She will finally get to see her.","('Shirley', 'Kristen')",sister,"sister(""Stacy"", ""Margaret""). sister(""Margaret"", ""Stacy""). mother(""Margaret"", ""Shirley""). daughter(""Shirley"", ""Margaret""). aunt(""Kristen""). daughter(""Stacy"", ""Shirley""). mother(""Shirley"", ""Stacy"").",,daughter-aunt
3756,"[Vernon] loves to play baseball with his dad, [Kyle]. [Kyle] decided to give his son [Edward], for his birthday, the latest version of Apple watch. [Vernon] went out for pizza with his daughter [Margaret] and his brother [Edward].","('Edward', 'Margaret')",niece,"son(""Kyle"", ""Vernon""). father(""Vernon"", ""Kyle""). son(""Kyle"", ""Edward""). father(""Edward"", ""Kyle""). daughter(""Vernon"", ""Margaret""). father(""Margaret"", ""Vernon""). brother(""Vernon"", ""Edward""). brother(""Edward"", ""Vernon"").",,brother-daughter
3759,[Marlene] and her sister [Barbara] were playing outside. [Marlene]'s mother [Robin] called for her to come inside. [Barbara] and her husband [Carl] always make sure they have a date night every month. [Barbara] went shopping at the mall with her mother [Robin],"('Carl', 'Robin')",mother-in-law,"sister(""Marlene"", ""Barbara""), mother(""Marlene"", ""Robin""), daughter(""Robin"", ""Marlene""), husband(""Barbara"", ""Carl""), wife(""Carl"", ""Barbara""), mother(""Barbara"", ""Robin""), daughter(""Robin"", ""Barbara"").",,wife-mother
3760,[Henry]'s mother [Karen] and son [John] went to get ice cream after going to the park. [Karen] played catch with her grandson [Eddie]. [Eddie]'s father [Henry] was busy at work and could n't join them.,"('John', 'Karen')",grandmother,"mother(""Henry"", ""Karen""). son(""Karen"", ""Henry""). son(""Henry"", ""John""). grandson(""Karen"", ""Eddie""). grandmother(""Eddie"", ""Karen""). father(""Eddie"", ""Henry"").",,father-mother
3771,"[Theresa] took her daughter, [Amanda], out to High Tea yesterday afternoon. [Shirley] is taking a trip to see her sister [Theresa]. [Theresa] asked her brother [Eric] if he wanted to go to the skating rink. [Eric] saw his younger sister [Shirley] crying because she wanted to skate too, but could n't with her broken leg.","('Shirley', 'Amanda')",niece,"daughter(""Theresa"", ""Amanda""). mother(""Amanda"", ""Theresa""). sister(""Shirley"", ""Theresa""). brother(""Theresa"", ""Eric""). sister(""Eric"", ""Theresa""). sister(""Eric"", ""Shirley"") brother(""Shirley"", ""Eric"").",,sister-daughter
3785,"[Eddie] and his sister [Christine] went to the movies to watch the newest superhero flick. [Christine] is so proud that [Henry], his father, quit smoking. [Henry]'s son [Eddie] was visiting for Christmas and was bringing his wife [Verdie].","('Verdie', 'Henry')",father-in-law,"sister(""Eddie"", ""Christine""), father(""Christine"", ""Henry""), son(""Henry"", ""Christine""), son(""Henry"", ""Eddie""), father(""Eddie"", ""Henry""), wife(""Eddie"", ""Verdie""), husband(""Verdie"", ""Eddie"").",,husband-father
3789,"[Kristen]'s daughter, [Patty], asked her mom to read her a story. [Eric] took his brother [Henry] to get lunch at a local diner. [Henry] and his sister [Kristen] went to the park. [Eric] and his sister [Kristen] walked to school together every day, since they only lived two blocks away from the school.","('Henry', 'Patty')",niece,"daughter(""Kristen"", ""Patty""). mother(""Patty"", ""Kristen""). brother(""Eric"", ""Henry""). brother(""Henry"", ""Eric""). sister(""Henry"", ""Kristen""). brother(""Kristen"", ""Henry""). sister(""Eric"", ""Kristen""). brother(""Kristen"", ""Eric"").",,sister-daughter
3794,"[Vernon] went on a roadtrip with his youngest child, [James]. [James] was the nephew of a man named [Eric]. [Eric] and his brother [Vernon] decided to bake muffins for his daughter [Marlene]'s first day of school.","('Vernon', 'Marlene')",niece,"child(""Vernon"", ""James""). father(""James"", ""Vernon""). nephew(""Eric"", ""James""). uncle(""James"", ""Eric""). brother(""Eric"", ""Vernon""). brother(""Vernon"", ""Eric""). daughter(""Eric"", ""Marlene""). father(""Marlene"", ""Eric"").",,brother-daughter
3810,[Barbara] and her mother [Robin] went shopping for [Barbara]'s husband [Carl]'s birthday. [Serena]'s mother [Robin] had given her a gift certificate so [Serena] took her sister [Barbara] out to eat.,"('Carl', 'Robin')",mother-in-law,"mother(""Barbara"", ""Robin""). daughter(""Robin"", ""Barbara""). husband(""Barbara"", ""Carl""). wife(""Carl"", ""Barbara""). mother(""Serena"", ""Robin""). daughter(""Robin"", ""Serena""). sister(""Serena"", ""Barbara""). sister(""Barbara"", ""Serena"").",,wife-mother
3812,[John] is [Eddie]'s Brother. [Theresa]'s son [John] loves all of his grandparents; but [John]'s favorite grandparent is [Kyle]. [Theresa] took her son [Eddie] to the park for the afternoon.,"('Theresa', 'Kyle')",father,"brother(""John"", ""Eddie""). brother(""Eddie"", ""John""). son(""Theresa"", ""John""). mother(""John"", ""Theresa""). grandparent(""John"", ""Kyle""). grandson(""Kyle"", ""John""). son(""Theresa"", ""Eddie""). mother(""Eddie"", ""Theresa"").",,son-grandfather
3816,[Kyle] loved his son [Vernon] dearly.Brandon shared that same love for his daughter [Stacy]. [Kyle] has been trying all day to reach his daughter [Kristen] on the phone. [Kristen] and her brother [Vernon] were having a wonderful time at Disneyland.,"('Kyle', 'Stacy')",granddaughter,"son(""Kyle"", ""Vernon""). father(""Vernon"", ""Kyle""). daughter(""Brandon"", ""Stacy""). father(""Stacy"", ""Brandon""). daughter(""Kyle"", ""Kristen""). father(""Kristen"", ""Kyle""). brother(""Kristen"", ""Vernon""). sister(""Vernon"", ""Kristen"").",,son-daughter
3828,"[Kristen]'s daughter, [Dionne], just graduated high school. [Edward] has been married for over 10 years now. He has a lovely wife named [Kristen]. [Dionne] went out to breakfast with her father [Edward]. While at breakfast, they ran into [Dionne]'s husband, [Ronald].","('Edward', 'Ronald')",son-in-law,"daughter(""Kristen"", ""Dionne""). wife(""Edward"", ""Kristen""). father(""Dionne"", ""Edward""). husband(""Dionne"", ""Ronald"").",,daughter-husband
3838,"[Kyle] was eager to meet his wife, sally, at the shop. [Karen] was more concerned that her grandson, [James], would make it, too. [Karen] and her grandson, [Drew], went to a museum. [Karen] loved it, but [Drew] was bored. [James] is excited to cheer on his brother [Drew] in the homecoming game tonight.","('Kyle', 'James')",grandson,"wife(""Kyle"", ""Sally""). husband(""Sally"", ""Kyle"") grandson(""Karen"", ""James""). grandmother(""James"", ""Karen""), grandson(""Karen"", ""Drew""). grandmother(""Drew"", ""Karen""), brother(""James"", ""Drew""). brother(""Drew"", ""James"").",,wife-grandson
3849,"[Dionne] went to visit her aunt, [Robin], who's birthday was yesterday. [Kristen] and her daughter [Dionne] went out to dinner. [Marlene] and her mother [Robin] went to volunteer at the homeless shelter last weekend. [Robin] and her sister [Kristen] have never been close. Still, they love each other because they are family.","('Kristen', 'Marlene')",niece,"aunt(""Dionne"", ""Robin""). niece(""Robin"", ""Dionne""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). mother(""Marlene"", ""Robin""). daughter(""Robin"", ""Marlene""). sister(""Robin"", ""Kristen""). sister(""Kristen"", ""Robin"").",,sister-daughter
3853,[Edward] went to visit his brother [Henry] yesterday and his daughter [Patty] wanted to come along. He told her no because she needed to get her homework done. [Dionne] waved good bye to her dad [Edward] for the day and went next door with her sister [Patty].,"('Henry', 'Patty')",niece,"brother(""Edward"", ""Henry""). brother(""Henry"", ""Edward""). daughter(""Edward"", ""Patty""). father(""Patty"", ""Edward""). daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward""). sister(""Dionne"", ""Patty""). sister(""Patty"", ""Dionne"").",,brother-daughter
3856,"[Carl] often goes out for lunch with his sister, [Marlene]. [Eric] called his son [Carl] to tell him he saw [Barbara], [Carl]'s wife, at the market today. [Marlene] misses her father [Eric] when she is at school.","('Barbara', 'Eric')",father-in-law,"sister(""Carl"", ""Marlene""). brother(""Marlene"", ""Carl""). son(""Eric"", ""Carl""). father(""Carl"", ""Eric""). wife(""Carl"", ""Barbara""). husband(""Barbara"", ""Carl""). father(""Marlene"", ""Eric""). daughter(""Eric"", ""Marlene"").",,husband-father
3860,[Christine] and her sister [Amanda] are the only children in their family. [Theresa] told her daughter [Christine] to wash up. Dinner was ready. [Darnell] has been with his wife [Christine] since 1989. [Theresa] and her daughter [Amanda] are entering the competition together.,"('Theresa', 'Darnell')",son-in-law,"sister(""Christine"", ""Amanda""). daughter(""Theresa"", ""Christine""). mother(""Christine"", ""Theresa""). wife(""Darnell"", ""Christine""). husband(""Christine"", ""Darnell""). daughter(""Theresa"", ""Amanda""). mother(""Amanda"", ""Theresa"").",,daughter-husband
3890,"[Robin] and [Eric] [Robin] noticed her daughter [Lisa] was n't feeling well. [Lisa]'s sister, [Serena], went to get medicine. [Robin] took her daughter, [Serena], out to High Tea yesterday afternoon.","('Eric', 'Serena')",daughter,"daughter(""Robin"", ""Lisa""). mother(""Lisa"", ""Robin""). sister(""Lisa"", ""Serena""). daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin"").",,wife-daughter
3892,"[Kristen] took her two children, [Dionne] and [Benny], down to the playground later that afternoon. [Dionne] and [Patty] are sisters who have one brother named [Benny].","('Patty', 'Dionne')",sister,"child(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). child(""Kristen"", ""Benny""). mother(""Benny"", ""Kristen""). sister(""Dionne"", ""Patty""). sister(""Patty"", ""Dionne""). brother(""Dionne"", ""Benny""). sister(""Benny"", ""Dionne"") sister(""Benny"", ""Patty"").",,brother-sister
3893,[Serena] saw her sister [Lisa] at the grocery store and then went to visit her brother [Carl] later that evening. [Lisa] it going back to Boston to visit her sister [Marlene] and her brother [Carl].,"('Carl', 'Marlene')",sister,"sister(""Serena"", ""Lisa""). sister(""Lisa"", ""Serena""). brother(""Serena"", ""Carl""). brother(""Lisa"", ""Carl""). sister(""Lisa"", ""Marlene""). brother(""Marlene"", ""Carl"").",,sister-sister
3902,"[Jeffery] and [Patty] were celebrating their third wedding anniversary, so [Patty]'s mother [Kristen] watched their pets while they were gone. [Patty] was playing hide-and-seek with her sister [Sarah]. [Sarah] called her mother [Kristen] to let her know she will be back home soon.","('Jeffery', 'Kristen')",mother-in-law,"husband(""Patty"", ""Jeffery""). wife(""Jeffery"", ""Patty""). daughter(""Kristen"", ""Patty""). mother(""Patty"", ""Kristen""). sibling(""Patty"", ""Sarah""). sibling(""Sarah"", ""Patty"").",,wife-mother
3917,"[Theresa] could n't wait to get off the plane to see her mother, [Christine]. [Verdie] called her mother [Theresa] to let her know she will be back home soon. [Darnell]'s wife, [Christine], went to a gas station to check on the gas prices [Christine] was playing hide-and-seek with her sister [Verdie].","('Darnell', 'Theresa')",mother-in-law,"daughter(""Theresa"",""Christine""). mother(""Christine"",""Theresa""). daughter(""Verdie"", ""Theresa""). mother(""Theresa"", ""Verdie""). wife(""Darnell"", ""Christine""). husband(""Christine"", ""Darnell""). sister(""Christine"", ""Verdie""). sister(""Verdie"", ""Christine"").",,wife-mother
3919,[Dorothy]'s husband [Benny] got into an argument with his mother [Kristen] again. It always makes her uncomfortable. [Ronald] hit his brother [Benny] in the head. [Kristen] took her son [Ronald] to the park.,"('Dorothy', 'Kristen')",mother-in-law,"husband(""Dorothy"", ""Benny""). mother(""Benny"", ""Kristen""). son(""Kristen"", ""Ronald""). brother(""Ronald"", ""Benny"").",,husband-mother
3922,"[Casey] was so excited to give his mother, [Shirley], a really nice card for Mother's Day. He loves her very much. [Vernon] went on a roadtrip with his youngest child, [Casey]. [Casey] bought his sister [Margaret] a video game for her birthday. She said it was her favorite game and gave him a big hug. [Shirley] and her daughter [Margaret] are entering the competition together.","('Vernon', 'Margaret')",daughter,"son(""Shirley"", ""Casey""). mother(""Casey"", ""Shirley""). child(""Vernon"", ""Casey""). father(""Casey"", ""Vernon""). sister(""Casey"", ""Margaret""). brother(""Margaret"", ""Casey""). daughter(""Shirley"", ""Margaret""). mother(""Margaret"", ""Shirley"").",,son-sister
3928,"[Theresa] and her daughter [Michelle] went to church. They were both very religious. [Amanda] is looking for a good gift for her sister [Michelle]. [Amanda] was excited for today, its her daughter's, [Theresa], spring break. She will finally get to see her. [Michelle] and [John] have been happily married for seven years, and are looking forward to another seventy together.","('Theresa', 'John')",son-in-law,"daughter(""Theresa"", ""Michelle""). mother(""Michelle"", ""Theresa""). sister(""Amanda"", ""Michelle""). daughter(""Amanda"", ""Theresa""). mother(""Theresa"", ""Amanda""). husband(""Michelle"", ""John""). wife(""John"", ""Michelle"").",,daughter-husband
3934,[Vernon] and his brother [Eric] went to the arcade. They had a wonderful time. [Edward] and his brother [Eric] were playing tag in the park. [Vernon] and his brother [Edward] watch [Vernon]'s daughter [Margaret] in her school play.,"('Edward', 'Margaret')",niece,"brother(""Vernon"", ""Eric""). brother(""Eric"", ""Vernon""). brother(""Edward"", ""Eric""). brother(""Eric"", ""Edward""). brother(""Vernon"", ""Edward""). brother(""Edward"", ""Vernon""). daughter(""Vernon"", ""Margaret""). father(""Margaret"", ""Vernon"").",,brother-daughter
3945,"[Vernon] and his sister [Robin] threw a surprise pizza party for [Vernon]'s son, [James]. [James] was ratted out by his sister [Margaret] when he snuck out of the house, so [James] decided to hide [Margaret]'s purse. [Margaret] 'father, [Vernon], recently went back to school.","('James', 'Robin')",aunt,"sister(""Vernon"", ""Robin""), brother(""Robin"", ""Vernon""), son(""Vernon"", ""James""), father(""James"", ""Vernon""), sister(""James"", ""Margaret""), brother(""Margaret"", ""James""), daughter(""Vernon"", ""Margaret""), father(""Margaret"", ""Vernon"")",,father-sister
3947,"[Dorothy] and [Benny] [Benny] and his father [Edward] went to the golf course in town on Saturday and had a great time. [Sarah] does n't like having to babysit her younger brother, [Benny]. [Edward] loves his daughter [Sarah].","('Edward', 'Dorothy')",daughter-in-law,"father(""Benny"", ""Edward""). son(""Edward"", ""Benny""). brother(""Sarah"", ""Benny""). sister(""Benny"", ""Sarah""). daughter(""Edward"", ""Sarah""). father(""Sarah"", ""Edward"").",,son-wife
3952,"[Robin]'s son, [Carl], went with her to the store to buy candy for Halloween. [Serena] went with her brother [Carl] to the mall to buy some new candles. [Eric] has been with [Robin] for 10 years. [Robin] has been married for two years. [Serena] and her mother [Robin] attended a play at the theater.","('Eric', 'Serena')",daughter,"son(""Robin"", ""Carl""). mother(""Carl"", ""Robin""). brother(""Serena"", ""Carl""). sister(""Carl"", ""Serena""). partner(""Eric"", ""Robin""). partner(""Robin"", ""Eric""). mother(""Serena"", ""Robin""). daughter(""Robin"", ""Serena"").",,wife-daughter
3969,"[Eddie]'s wife, [Verdie], spent the evening with her mom, [Theresa]. [Theresa] takes her daughter [Michelle] to the movies for her birthday. [Michelle]'s sister [Verdie] ca n't come too since she has to work.","('Eddie', 'Theresa')",mother-in-law,"wife(""Eddie"", ""Verdie""). husband(""Verdie"", ""Eddie""). mother(""Verdie"", ""Theresa""). daughter(""Theresa"", ""Verdie""). daughter(""Theresa"", ""Michelle""). mother(""Michelle"", ""Theresa""). sister(""Verdie"", ""Michelle""). sister(""Michelle"", ""Verdie"").",,wife-mother
3985,"[Darnell] and his sister [Verdie] went to the park. [Verdie] looks up to her father, [Henry]. [Darnell] and his father [Henry] played video games all day last Saturday. [Christine] and her husband [Darnell] were having trouble with their marriage. They saw a marriage counselor and were able to patch things up.","('Christine', 'Henry')",father-in-law,"sister(""Darnell"", ""Verdie""). brother(""Verdie"", ""Darnell""). father(""Verdie"", ""Henry""). daughter(""Henry"", ""Verdie""). father(""Darnell"", ""Henry""). son(""Henry"", ""Darnell""). husband(""Christine"", ""Darnell""). wife(""Darnell"", ""Christine"").",,husband-father
3993,[Edward] is one of [Shirley]'s brothers. They have lots of fun together. [Edward] enjoys the company of his sibling [Theresa]. [Kyle] and his son [Edward] went to the store to by bread. [Kyle] likes to take his daughter [Shirley] fishing.,"('Kyle', 'Theresa')",daughter,"brother(""Shirley"", ""Edward""). sister(""Edward"", ""Shirley""). sibling(""Edward"", ""Theresa""). sibling(""Theresa"", ""Edward""). son(""Kyle"", ""Edward""). father('Edward', 'Kyle'). daughter(""Kyle"", ""Shirley""). father(""Shirley"", ""Kyle"").",,son-sister
3995,[Shirley] decided to take a walk with her son [James] after dinner. [James]'s brother [Casey] did n't feel like walking so he stayed at home. [Stacy] apologized to her father in law Rod for the accident. Rod's son [Casey] had backed into his car in the driveway when he was attempting to pull out. [Casey] was adopted kid. He discovered last week that [Shirley] is his mother.,"('Stacy', 'Shirley')",mother-in-law,"son(""Shirley"", ""James""). mother(""James"", ""Shirley""). brother(""James"", ""Casey""). son(""Shirley"", ""Casey""). mother(""Casey"", ""Shirley""). father_in_law(""Stacy"", ""Rod""). daughter_in_law(""Rod"", ""Stacy""). son(""Rod"", ""Casey""). father(""Casey"", ""Rod"").",,husband-mother
3997,"[Vernon]'s son, [James], had been misbehaving, so [Vernon] had to spank him. [James] took his sister [Margaret] to the movies with him to see the new Star Wars film. [Kristen] asked her brother, [Vernon], why he was upset. [Vernon] told her his daughter, [Margaret], was very ill.","('Kristen', 'Margaret')",niece,"son(""Vernon"", ""James""). father(""James"", ""Vernon""). sister(""James"", ""Margaret""). brother(""Vernon"", ""Kristen""). sister(""Kristen"", ""Vernon""). daughter(""Vernon"", ""Margaret""). father(""Margaret"", ""Vernon"").",,brother-daughter
4004,"[Theresa]'s daughter [Michelle] and brother [Eric] went to the shooting range today. [Henry] threw an anniversary party for his wife, [Theresa]. [Henry] likes to take his daughter [Michelle] fishing.","('Eric', 'Michelle')",niece,"daughter(""Theresa"", ""Michelle""). mother(""Michelle"", ""Theresa""). brother(""Theresa"", ""Eric""). sister(""Eric"", ""Theresa""). wife(""Henry"", ""Theresa""). husband(""Theresa"", ""Henry""). daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry"").",,sister-daughter
4010,"[Edward] is doted on by [Karen], who calls him her handsome son every chance she gets. [Edward] thinks his sister [Robin] is a little upset by this. When [Eric] met [Karen] at the hospital, he was relieved to see her face. It could have conveyed good or bad, but what it told him was that his wife [Robin] had a successful surgery. When he asked her how she was, [Karen] said ``her first words were'mom tell [Eric] I love him. ''","('Karen', 'Eric')",son-in-law,"son(""Karen"", ""Edward""). sister(""Edward"", ""Robin""). wife(""Eric"", ""Robin""). husband(""Robin"", ""Eric"").",,daughter-husband
4019,"[Robin]'s mom, [Marlene] got ready for the party. [Marlene] took her younger sister [Lisa] to the carnival last weekend. [Serena] loved her mother [Robin]. She was heartbroken when she heard [Robin] had suddenly passed away. [Serena] needed to go to the store. [Serena] asked her sister [Marlene] for a ride.","('Lisa', 'Robin')",mother,"mother(""Robin"", ""Marlene""). daughter(""Marlene"", ""Robin""). sister(""Marlene"", ""Lisa""). mother(""Serena"", ""Robin""). daughter(""Robin"", ""Serena""). sister(""Serena"", ""Marlene"").",,sister-mother
4038,"[Kristen] is getting married. She is looking forward to her sister, [Theresa], attending. They have n't seen each other since [Theresa] relocated to California with her husband 3 years ago. [Verdie] did not agree with her parents on a lot of things. [Henry] had to calm her daughter [Verdie] down to assuage his wife, [Theresa]. [Theresa] told her daughter [Verdie] to wash up. Dinner was ready.","('Kristen', 'Verdie')",niece,"sister(""Kristen"", ""Theresa""). sister(""Theresa"", ""Kristen""). husband(""Theresa"", ""unknown""). wife(""unknown"", ""Theresa""). daughter(""Henry"", ""Verdie""). father(""Verdie"", ""Henry""). wife(""Henry"", ""Theresa""). husband(""Theresa"", ""Henry""). daughter(""Theresa"", ""Verdie""). mother(""Verdie"", ""Theresa"").",,sister-daughter
4042,[Sarah] and her father [Edward] went to visit his sister [Shirley]. [Kristen]'s daugher [Sarah] was a bookworm. [Kristen]'s husband [Edward] had never read a book in his life.,"('Shirley', 'Sarah')",niece,"father(""Sarah"", ""Edward""). daughter(""Edward"", ""Sarah""). sister(""Edward"", ""Shirley""). daughter(""Kristen"", ""Sarah""). mother(""Sarah"", ""Kristen""). husband(""Kristen"", ""Edward""). wife(""Edward"", ""Kristen"").",,brother-daughter
